Tested Domain	Other Domain	Gene Symbol	FDR	logFC	p	t statistic	Ensembl Gene ID
ACHE_SERT_LC_WM	ACHE_SERT_Npep	C19orf25	0.807	-0.081	0.677	-0.417	ENSG00000119559
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MBD3	0.227	0.308	0.075	1.784	ENSG00000071655
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UQCR11	0.512	-0.071	0.304	-1.029	ENSG00000127540
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ABHD17A	0.706	-0.077	0.533	-0.623	ENSG00000129968
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SCAMP4	0.888	-0.046	0.799	-0.255	ENSG00000227500
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CSNK1G2	0.809	-0.073	0.68	-0.413	ENSG00000133275
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BTBD2	0.643	-0.102	0.452	-0.753	ENSG00000133243
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AP3D1	0.709	0.081	0.539	0.614	ENSG00000065000
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PLEKHJ1	0.629	-0.138	0.436	-0.779	ENSG00000104886
ACHE_SERT_LC_WM	ACHE_SERT_Npep	OAZ1	0	-0.251	0	-4.609	ENSG00000104904
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LSM7	0.072	-0.389	0.012	-2.526	ENSG00000130332
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TIMM13	0.762	-0.063	0.609	-0.512	ENSG00000099800
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GADD45B	0.749	-0.123	0.591	-0.538	ENSG00000099860
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GNG7	0.125	0.301	0.028	2.197	ENSG00000176533
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DIRAS1	0.767	-0.093	0.617	-0.501	ENSG00000176490
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SGTA	0.976	-0.009	0.949	-0.064	ENSG00000104969
ACHE_SERT_LC_WM	ACHE_SERT_Npep	THOP1	0.835	-0.063	0.724	-0.354	ENSG00000172009
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TLE5	0.96	-0.006	0.922	-0.098	ENSG00000104964
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GNA11	0.434	0.187	0.226	1.212	ENSG00000088256
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CELF5	0.338	0.252	0.148	1.448	ENSG00000161082
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NFIC	0	0.546	0	4.636	ENSG00000141905
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DOHH	0.989	0.006	0.974	0.032	ENSG00000129932
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FZR1	0.948	-0.022	0.9	-0.126	ENSG00000105325
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MFSD12	0.262	-0.326	0.095	-1.67	ENSG00000161091
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PIP5K1C	0.525	-0.187	0.318	-0.999	ENSG00000186111
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MRPL54	0.057	-0.481	0.008	-2.641	ENSG00000183617
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATCAY	0.316	-0.195	0.13	-1.516	ENSG00000167654
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EEF2	0.078	0.118	0.013	2.481	ENSG00000167658
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ZBTB7A	0	0.617	0	5.289	ENSG00000178951
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MAP2K2	0.88	0.036	0.786	0.271	ENSG00000126934
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FSD1	0.171	-0.362	0.047	-1.994	ENSG00000105255
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UBXN6	0.213	-0.235	0.068	-1.831	ENSG00000167671
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SEMA6B	0.509	-0.198	0.302	-1.033	ENSG00000167680
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MYDGF	0.057	-0.47	0.008	-2.64	ENSG00000074842
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PLIN3	0.53	0.195	0.324	0.987	ENSG00000105355
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SAFB2	0.658	0.126	0.467	0.727	ENSG00000130254
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SAFB	0.581	-0.151	0.38	-0.878	ENSG00000160633
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPL36	0.574	0.054	0.374	0.89	ENSG00000130255
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MICOS13	0.194	-0.216	0.057	-1.909	ENSG00000174917
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HSD11B1L	0.506	-0.19	0.298	-1.042	ENSG00000167733
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LONP1	0.089	-0.389	0.016	-2.406	ENSG00000196365
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NDUFA11	0.137	-0.151	0.033	-2.138	ENSG00000174886
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CAPS	0.808	-0.102	0.677	-0.416	ENSG00000105519
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RANBP3	0.365	-0.229	0.17	-1.374	ENSG00000031823
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MLLT1	0.826	0.062	0.708	0.375	ENSG00000130382
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CLPP	0.626	-0.137	0.432	-0.787	ENSG00000125656
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ALKBH7	0.636	-0.111	0.443	-0.768	ENSG00000125652
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KHSRP	0.78	-0.076	0.636	-0.473	ENSG00000088247
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLC25A23	0.706	0.064	0.533	0.624	ENSG00000125648
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TUBB4A	0.219	-0.126	0.07	-1.812	ENSG00000104833
ACHE_SERT_LC_WM	ACHE_SERT_Npep	C3	0.594	-0.17	0.394	-0.853	ENSG00000125730
ACHE_SERT_LC_WM	ACHE_SERT_Npep	INSR	0.701	0.113	0.525	0.636	ENSG00000171105
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ZNF358	0.791	0.071	0.655	0.448	ENSG00000198816
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PNPLA6	0.371	-0.215	0.174	-1.36	ENSG00000032444
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PET100	0.011	-0.471	0.001	-3.351	ENSG00000229833
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TRAPPC5	0.517	-0.121	0.309	-1.018	ENSG00000181029
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EVI5L	0.982	0.008	0.963	0.046	ENSG00000142459
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CTXN1	0.014	-0.549	0.001	-3.262	ENSG00000178531
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ELAVL1	0.42	-0.223	0.214	-1.245	ENSG00000066044
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CD320	0.352	-0.227	0.16	-1.407	ENSG00000167775
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NDUFA7	0.102	-0.333	0.02	-2.328	ENSG00000267855
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPS28	0.786	0.027	0.648	0.457	ENSG00000233927
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAB11B	0.88	0.032	0.786	0.271	ENSG00000185236
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MARCH2	0.779	-0.089	0.634	-0.476	ENSG00000099785
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HNRNPM	0.697	-0.084	0.519	-0.645	ENSG00000099783
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UBL5	0	-0.434	0	-4.673	ENSG00000198258
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PIN1	0.19	-0.169	0.055	-1.923	ENSG00000127445
ACHE_SERT_LC_WM	ACHE_SERT_Npep	OLFM2	0.894	0.039	0.81	0.24	ENSG00000105088
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EIF3G	0.803	-0.061	0.671	-0.425	ENSG00000130811
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MRPL4	0.977	-0.01	0.951	-0.062	ENSG00000105364
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FDX2	0.461	-0.216	0.252	-1.145	ENSG00000267673
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CDC37	0.18	-0.27	0.051	-1.957	ENSG00000105401
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PDE4A	0.093	-0.429	0.018	-2.379	ENSG00000065989
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KEAP1	0.042	-0.449	0.005	-2.786	ENSG00000079999
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CDKN2D	0.36	-0.216	0.165	-1.389	ENSG00000129355
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLC44A2	0.428	0.178	0.219	1.23	ENSG00000129353
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ILF3-DT	0.909	0.037	0.836	0.207	ENSG00000267100
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ILF3	0.938	-0.022	0.882	-0.148	ENSG00000129351
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DNM2	0.438	0.168	0.231	1.199	ENSG00000079805
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CARM1	0.801	0.081	0.669	0.428	ENSG00000142453
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SMARCA4	0.114	0.31	0.024	2.259	ENSG00000127616
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMEM205	0.909	-0.027	0.837	-0.206	ENSG00000105518
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PLPPR2	0.914	-0.034	0.844	-0.197	ENSG00000105520
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PRKCSH	0.7	-0.087	0.523	-0.639	ENSG00000130175
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ELAVL3	0	0.473	0	5.461	ENSG00000196361
ACHE_SERT_LC_WM	ACHE_SERT_Npep	WDR83OS	0.663	-0.087	0.474	-0.717	ENSG00000105583
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DHPS	0.023	-0.532	0.002	-3.051	ENSG00000095059
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TNPO2	0.808	0.052	0.678	0.415	ENSG00000105576
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TRIR	0.674	0.053	0.488	0.694	ENSG00000123144
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GET3	0.068	-0.463	0.011	-2.555	ENSG00000198356
ACHE_SERT_LC_WM	ACHE_SERT_Npep	JUNB	0.995	-0.002	0.992	-0.01	ENSG00000171223
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PRDX2	0	-0.258	0	-4.475	ENSG00000167815
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MAST1	0.462	-0.197	0.254	-1.141	ENSG00000105613
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FARSA	0.114	-0.396	0.024	-2.259	ENSG00000179115
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CALR	0.56	-0.078	0.36	-0.915	ENSG00000179218
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAD23A	0.352	-0.188	0.159	-1.41	ENSG00000179262
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GADD45GIP1	0.124	-0.286	0.028	-2.207	ENSG00000179271
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NFIX	0.112	0.292	0.023	2.272	ENSG00000008441
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NACC1	0.475	0.183	0.267	1.111	ENSG00000160877
ACHE_SERT_LC_WM	ACHE_SERT_Npep	IER2	0.533	-0.21	0.329	-0.976	ENSG00000160888
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CACNA1A	0.336	0.255	0.145	1.459	ENSG00000141837
ACHE_SERT_LC_WM	ACHE_SERT_Npep	C19orf53	0.022	-0.416	0.002	-3.081	ENSG00000104979
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SAMD1	0.323	0.258	0.135	1.498	ENSG00000141858
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PRKACA	0.585	-0.114	0.385	-0.87	ENSG00000072062
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ADGRL1	0.643	0.109	0.451	0.754	ENSG00000072071
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PKN1	0.716	-0.106	0.548	-0.601	ENSG00000123143
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GIPC1	0.756	0.082	0.602	0.522	ENSG00000123159
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DNAJB1	0.612	-0.107	0.415	-0.816	ENSG00000132002
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TECR	0.892	0.02	0.806	0.246	ENSG00000099797
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NDUFB7	0.323	-0.12	0.134	-1.499	ENSG00000099795
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NOTCH3	0.291	0.307	0.114	1.582	ENSG00000074181
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BRD4	0.042	0.419	0.005	2.788	ENSG00000141867
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AKAP8L	0.754	0.095	0.598	0.528	ENSG00000011243
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TPM4	0.753	0.075	0.596	0.531	ENSG00000167460
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FAM32A	0.184	-0.326	0.053	-1.94	ENSG00000105058
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AP1M1	0.277	-0.24	0.105	-1.624	ENSG00000072958
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KLF2	0.42	0.242	0.214	1.244	ENSG00000127528
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SMIM7	0.456	-0.18	0.246	-1.16	ENSG00000214046
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SIN3B	0.388	-0.221	0.187	-1.32	ENSG00000127511
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MYO9B	0.456	0.201	0.246	1.16	ENSG00000099331
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NR2F6	0.623	-0.146	0.427	-0.795	ENSG00000160113
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BABAM1	0.563	-0.139	0.364	-0.908	ENSG00000105393
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ABHD8	0.399	-0.241	0.196	-1.294	ENSG00000127220
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MRPL34	0.072	-0.417	0.012	-2.532	ENSG00000130312
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DDA1	0.046	-0.401	0.006	-2.741	ENSG00000130311
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BST2	0.663	0.142	0.473	0.718	ENSG00000130303
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SLC27A1	0.077	0.425	0.013	2.495	ENSG00000130304
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UNC13A	0.474	-0.201	0.266	-1.113	ENSG00000130477
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MAP1S	0.517	-0.185	0.309	-1.017	ENSG00000130479
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPL18A	0.256	0.112	0.092	1.688	ENSG00000105640
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CCDC124	0.767	-0.082	0.616	-0.502	ENSG00000007080
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MAST3	0.545	0.142	0.34	0.955	ENSG00000099308
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAB3A	0.177	-0.254	0.049	-1.969	ENSG00000105649
ACHE_SERT_LC_WM	ACHE_SERT_Npep	JUND	0.145	0.12	0.036	2.106	ENSG00000130522
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LSM4	0.16	-0.257	0.042	-2.042	ENSG00000130520
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SSBP4	0.324	-0.282	0.136	-1.494	ENSG00000130511
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FKBP8	0.486	-0.118	0.277	-1.087	ENSG00000105701
ACHE_SERT_LC_WM	ACHE_SERT_Npep	KXD1	0.181	-0.332	0.051	-1.951	ENSG00000105700
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UBA52	0.779	0.025	0.636	0.474	ENSG00000221983
ACHE_SERT_LC_WM	ACHE_SERT_Npep	REX1BD	0.03	-0.426	0.003	-2.941	ENSG00000006015
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMEM59L	0	-0.397	0	-5.317	ENSG00000105696
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CERS1	0.49	-0.161	0.283	-1.075	ENSG00000223802
ACHE_SERT_LC_WM	ACHE_SERT_Npep	COPE	0.222	-0.243	0.072	-1.8	ENSG00000105669
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SUGP2	0.611	-0.124	0.413	-0.819	ENSG00000064607
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BORCS8	0.036	-0.528	0.004	-2.859	ENSG00000254901
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NCAN	0.228	0.316	0.075	1.78	ENSG00000130287
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HAPLN4	0.764	-0.099	0.612	-0.508	ENSG00000187664
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NDUFA13	0.035	-0.168	0.004	-2.87	ENSG00000186010
ACHE_SERT_LC_WM	ACHE_SERT_Npep	YJEFN3	0.019	-0.623	0.002	-3.15	ENSG00000250067
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ZNF91	0.256	0.285	0.091	1.692	ENSG00000167232
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UQCRFS1	0.008	-0.374	0.001	-3.474	ENSG00000169021
ACHE_SERT_LC_WM	ACHE_SERT_Npep	C19orf12	0.464	-0.203	0.257	-1.135	ENSG00000131943
ACHE_SERT_LC_WM	ACHE_SERT_Npep	URI1	0.65	-0.132	0.458	-0.742	ENSG00000105176
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ZNF536	0.589	0.16	0.389	0.862	ENSG00000198597
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PDCD5	0.033	-0.409	0.004	-2.895	ENSG00000105185
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PEPD	0.478	-0.162	0.27	-1.105	ENSG00000124299
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LSM14A	0.779	-0.084	0.636	-0.474	ENSG00000257103
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GPI	0.352	-0.122	0.159	-1.41	ENSG00000105220
ACHE_SERT_LC_WM	ACHE_SERT_Npep	UBA2	0.648	-0.1	0.456	-0.746	ENSG00000126261
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ZNF302	0.864	-0.056	0.765	-0.299	ENSG00000089335
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SCN1B	0.845	-0.06	0.737	-0.336	ENSG00000105711
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LGI4	0.05	0.469	0.007	2.704	ENSG00000153902
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FXYD1	0.188	0.245	0.054	1.927	ENSG00000266964
ACHE_SERT_LC_WM	ACHE_SERT_Npep	FXYD7	0.33	-0.268	0.14	-1.478	ENSG00000221946
ACHE_SERT_LC_WM	ACHE_SERT_Npep	USF2	0.903	0.028	0.824	0.223	ENSG00000105698
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MAG	0.026	0.37	0.003	3.01	ENSG00000105695
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMEM147	0.181	-0.317	0.051	-1.953	ENSG00000105677
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AD000090.1	0.004	0.817	0	3.702	ENSG00000283907
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RBM42	0.848	0.057	0.741	0.331	ENSG00000126254
ACHE_SERT_LC_WM	ACHE_SERT_Npep	COX6B1	0	-0.403	0	-4.596	ENSG00000126267
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PSENEN	0.263	-0.301	0.097	-1.664	ENSG00000205155
ACHE_SERT_LC_WM	ACHE_SERT_Npep	APLP1	0.117	-0.178	0.025	-2.241	ENSG00000105290
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TYROBP	0.911	-0.041	0.839	-0.203	ENSG00000011600
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CLIP3	0.192	-0.172	0.056	-1.914	ENSG00000105270
ACHE_SERT_LC_WM	ACHE_SERT_Npep	POLR2I	0.275	-0.194	0.103	-1.63	ENSG00000105258
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TBCB	0.181	-0.186	0.051	-1.953	ENSG00000105254
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CAPNS1	0.109	-0.176	0.022	-2.287	ENSG00000126247
ACHE_SERT_LC_WM	ACHE_SERT_Npep	COX7A1	0.96	-0.016	0.922	-0.098	ENSG00000161281
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SPINT2	0.016	-0.432	0.001	-3.208	ENSG00000167642
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PPP1R14A	0.034	0.333	0.004	2.888	ENSG00000167641
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PSMD8	0.281	-0.199	0.108	-1.608	ENSG00000099341
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EIF3K	0.233	-0.176	0.078	-1.765	ENSG00000178982
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ACTN4	0.004	0.425	0	3.713	ENSG00000130402
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ECH1	0.184	-0.251	0.053	-1.94	ENSG00000104823
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HNRNPL	0.858	0.044	0.755	0.312	ENSG00000104824
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SIRT2	0.247	0.178	0.087	1.716	ENSG00000068903
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SAMD4B	0.464	0.17	0.257	1.134	ENSG00000179134
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MED29	0.402	-0.188	0.198	-1.288	ENSG00000063322
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ZFP36	0.648	0.174	0.456	0.746	ENSG00000128016
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPS16	0.129	0.141	0.03	2.18	ENSG00000105193
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SUPT5H	0.815	-0.064	0.688	-0.402	ENSG00000196235
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TIMM50	0.222	-0.333	0.072	-1.803	ENSG00000105197
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EID2	0.325	-0.256	0.136	-1.493	ENSG00000176396
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PSMC4	0.028	-0.557	0.003	-2.986	ENSG00000013275
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TTC9B	0.013	-0.629	0.001	-3.295	ENSG00000174521
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PLD3	0.001	-0.301	0	-4.207	ENSG00000105223
ACHE_SERT_LC_WM	ACHE_SERT_Npep	BLVRB	0.34	-0.247	0.15	-1.44	ENSG00000090013
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SPTBN4	0.52	-0.179	0.313	-1.011	ENSG00000160460
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NUMBL	0.536	-0.188	0.331	-0.972	ENSG00000105245
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RAB4B	0.17	-0.338	0.046	-1.996	ENSG00000167578
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EGLN2	0.47	-0.189	0.263	-1.121	ENSG00000269858
ACHE_SERT_LC_WM	ACHE_SERT_Npep	HNRNPUL1	0.873	0.046	0.777	0.284	ENSG00000105323
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RPS19	0.207	0.121	0.064	1.856	ENSG00000105372
ACHE_SERT_LC_WM	ACHE_SERT_Npep	RABAC1	0.02	-0.306	0.002	-3.122	ENSG00000105404
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ATP1A3	0.213	-0.201	0.067	-1.833	ENSG00000105409
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GRIK5	0.781	-0.088	0.639	-0.47	ENSG00000105737
ACHE_SERT_LC_WM	ACHE_SERT_Npep	GSK3A	0.681	-0.109	0.498	-0.679	ENSG00000105723
ACHE_SERT_LC_WM	ACHE_SERT_Npep	MEGF8	0.541	0.16	0.336	0.962	ENSG00000105429
ACHE_SERT_LC_WM	ACHE_SERT_Npep	LIPE	0.681	0.127	0.498	0.677	ENSG00000079435
ACHE_SERT_LC_WM	ACHE_SERT_Npep	IRGQ	0.981	-0.01	0.96	-0.05	ENSG00000167378
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ZNF428	0.35	-0.218	0.158	-1.415	ENSG00000131116
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CADM4	0.994	0.001	0.99	0.013	ENSG00000105767
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TOMM40	0.745	-0.096	0.586	-0.545	ENSG00000130204
ACHE_SERT_LC_WM	ACHE_SERT_Npep	APOE	0.01	0.266	0.001	3.38	ENSG00000130203
ACHE_SERT_LC_WM	ACHE_SERT_Npep	APOC1	0.919	-0.038	0.85	-0.19	ENSG00000130208
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CLPTM1	0.028	-0.372	0.003	-2.975	ENSG00000104853
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ERCC1	0.402	-0.224	0.199	-1.287	ENSG00000012061
ACHE_SERT_LC_WM	ACHE_SERT_Npep	EML2	0.7	-0.093	0.524	-0.638	ENSG00000125746
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SNRPD2	0.17	-0.209	0.046	-1.999	ENSG00000125743
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DMWD	0.897	-0.041	0.814	-0.235	ENSG00000185800
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PPP5C	0.238	-0.28	0.081	-1.747	ENSG00000011485
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PNMA8C	0.296	-0.299	0.117	-1.57	ENSG00000277531
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PNMA8A	0.02	-0.423	0.002	-3.117	ENSG00000182013
ACHE_SERT_LC_WM	ACHE_SERT_Npep	PNMA8B	0.412	-0.151	0.207	-1.263	ENSG00000204851
ACHE_SERT_LC_WM	ACHE_SERT_Npep	CALM3	0.011	-0.199	0.001	-3.359	ENSG00000160014
ACHE_SERT_LC_WM	ACHE_SERT_Npep	DACT3	0.743	-0.087	0.584	-0.548	ENSG00000197380
ACHE_SERT_LC_WM	ACHE_SERT_Npep	AP2S1	0.093	-0.278	0.018	-2.382	ENSG00000042753
ACHE_SERT_LC_WM	ACHE_SERT_Npep	ARHGAP35	0.887	0.029	0.798	0.257	ENSG00000160007
ACHE_SERT_LC_WM	ACHE_SERT_Npep	TMEM160	0.203	-0.269	0.061	-1.877	ENSG00000130748
ACHE_SERT_LC_WM	ACHE_SERT_Npep	SAE1	0.747	-0.093	0.588	-0.541	ENSG00000142230
ACHE_SERT_LC_WM	ACHE_SERT_Npep	INAFM1	0.228	-0.332	0.076	-1.779	ENSG00000257704
ACHE_SERT_LC_WM	ACHE_SERT_Npep	NAPA	0.523	-0.122	0.316	-1.004	ENSG00000105402
