"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"11389","4930447C04RIK","ENSMUSG00000021098","11389.1.1","C14orf39","ENSG00000179008","chromosome 14 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:19849]"
"11390","MNAT1","ENSMUSG00000021103","11390.1.1","MNAT1","ENSG00000020426","MNAT1 component of CDK activating kinase [Source:HGNC Symbol;Acc:HGNC:7181]"
"11391","TRMT5","ENSMUSG00000034442","11391.1.1","TRMT5","ENSG00000126814","tRNA methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:23141]"
"11392","SLC38A6","ENSMUSG00000044712","11392.1.1","SLC38A6","ENSG00000139974","solute carrier family 38 member 6 [Source:HGNC Symbol;Acc:HGNC:19863]"
"11393","PRKCH","ENSMUSG00000021108","11393.1.1","PRKCH","ENSG00000027075","protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]"
"11394","GM15283","ENSMUSG00000087700","11394.1.1","N/A","N/A","N/A"
"11395","HIF1A","ENSMUSG00000021109","11395.1.1","HIF1A","ENSG00000100644","hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]"
"11396","SNAPC1","ENSMUSG00000021113","11396.1.1","SNAPC1","ENSG00000023608","small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]"
"11397","SYT16","ENSMUSG00000044912","11397.1.1","SYT16","ENSG00000139973","synaptotagmin 16 [Source:HGNC Symbol;Acc:HGNC:23142]"
"11398","GM29587","ENSMUSG00000100192","11398.1.1","N/A","N/A","N/A"
"11399","DBPHT2","ENSMUSG00000029878","11399.1.1","N/A","N/A","N/A"
"11400","GM34552","ENSMUSG00000113031","11400.1.1","N/A","N/A","N/A"
"11401","KCNH5","ENSMUSG00000034402","11401.1.1","KCNH5","ENSG00000140015","potassium voltage-gated channel subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:6254]"
"11402","RHOJ","ENSMUSG00000046768","11402.1.1","RHOJ","ENSG00000126785","ras homolog family member J [Source:HGNC Symbol;Acc:HGNC:688]"
"11403","PPP2R5E","ENSMUSG00000021051","11403.1.1","PPP2R5E","ENSG00000154001","protein phosphatase 2 regulatory subunit B'epsilon [Source:HGNC Symbol;Acc:HGNC:9313]"
"11404","GM47689","ENSMUSG00000112459","11404.1.1","N/A","N/A","N/A"
"11405","WDR89","ENSMUSG00000045690","11405.1.1","WDR89","ENSG00000140006","WD repeat domain 89 [Source:HGNC Symbol;Acc:HGNC:20489]"
"11406","SGPP1","ENSMUSG00000021054","11406.1.1","SGPP1","ENSG00000126821","sphingosine-1-phosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:17720]"
"11407","SYNE2","ENSMUSG00000063450","11407.1.1","SYNE2","ENSG00000054654","spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084]"
"11408","TEX21","ENSMUSG00000021056","11408.1.1","N/A","N/A","N/A"
"11409","MTHFD1","ENSMUSG00000021048","11409.1.1","MTHFD1","ENSG00000100714","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]"
"11410","GM34868","ENSMUSG00000112784","11410.1.1","N/A","N/A","N/A"
"11411","AKAP5","ENSMUSG00000021057","11411.1.1","AKAP5","ENSG00000179841","A-kinase anchoring protein 5 [Source:HGNC Symbol;Acc:HGNC:375]"
"11412","ZBTB25","ENSMUSG00000056459","11412.1.1","ZBTB25","ENSG00000089775","zinc finger and BTB domain containing 25 [Source:HGNC Symbol;Acc:HGNC:13112]"
"11413","ZBTB1","ENSMUSG00000033454","11413.1.1","ZBTB1","ENSG00000126804","zinc finger and BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20259]"
"11414","PLEKHG3","ENSMUSG00000052609","11414.1.1","PLEKHG3","ENSG00000126822","pleckstrin homology and RhoGEF domain containing G3 [Source:HGNC Symbol;Acc:HGNC:20364]"
"11415","SPTB","ENSMUSG00000021061","11415.1.1","SPTB","ENSG00000070182","spectrin beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]"
"11416","CHURC1","ENSMUSG00000090258","11416.1.1","CHURC1","ENSG00000258289","churchill domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20099]"
"11417","FNTB","ENSMUSG00000033373","11417.1.1","FNTB","ENSG00000257365","farnesyltransferase, CAAX box, beta [Source:HGNC Symbol;Acc:HGNC:3785]"
"11418","RAB15","ENSMUSG00000021062","11418.1.1","RAB15","ENSG00000139998","RAB15, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20150]"
"11419","MAX","ENSMUSG00000059436","11419.1.1","MAX","ENSG00000125952","MYC associated factor X [Source:HGNC Symbol;Acc:HGNC:6913]"
"11420","FUT8","ENSMUSG00000021065","11420.1.1","FUT8","ENSG00000033170","fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]"
"11421","GPHN","ENSMUSG00000047454","11421.1.1","GPHN","ENSG00000171723","gephyrin [Source:HGNC Symbol;Acc:HGNC:15465]"
"11422","FAM71D","N/A","11422.1.1","N/A","N/A","N/A"
"11423","MPP5","N/A","11423.1.1","N/A","N/A","N/A"
"11424","ATP6V1D","ENSMUSG00000021114","11424.1.1","ATP6V1D","ENSG00000100554","ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527]"
"11425","EIF2S1","ENSMUSG00000021116","11425.1.1","EIF2S1","ENSG00000134001","eukaryotic translation initiation factor 2 subunit alpha [Source:HGNC Symbol;Acc:HGNC:3265]"
"11426","TMEM229B","ENSMUSG00000046157","11426.1.1","TMEM229B","ENSG00000198133","transmembrane protein 229B [Source:HGNC Symbol;Acc:HGNC:20130]"
"11427","PLEKHH1","ENSMUSG00000060716","11427.1.1","PLEKHH1","ENSG00000054690","pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]"
"11428","PIGH","ENSMUSG00000021120","11428.1.1","PIGH","ENSG00000100564","phosphatidylinositol glycan anchor biosynthesis class H [Source:HGNC Symbol;Acc:HGNC:8964]"
"11429","ARG2","ENSMUSG00000021125","11429.1.1","ARG2","ENSG00000081181","arginase 2 [Source:HGNC Symbol;Acc:HGNC:664]"
"11430","VTI1B","ENSMUSG00000021124","11430.1.1","VTI1B","ENSG00000100568","vesicle transport through interaction with t-SNAREs 1B [Source:HGNC Symbol;Acc:HGNC:17793]"
"11431","RDH11","ENSMUSG00000066441","11431.1.1","RDH11","ENSG00000072042","retinol dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:17964]"
"11432","RDH12","ENSMUSG00000021123","11432.1.1","RDH12","ENSG00000139988","retinol dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:19977]"
"11433","ZFYVE26","ENSMUSG00000066440","11433.1.1","ZFYVE26","ENSG00000072121","zinc finger FYVE-type containing 26 [Source:HGNC Symbol;Acc:HGNC:20761]"
"11434","RAD51B","ENSMUSG00000059060","11434.1.1","RAD51B","ENSG00000182185","RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]"
"11435","ZFP36L1","ENSMUSG00000021127","11435.1.1","ZFP36L1","ENSG00000185650","ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]"
"11436","GM26669","N/A","11436.1.1","N/A","N/A","N/A"
"11437","ACTN1","ENSMUSG00000015143","11437.1.1","ACTN1","ENSG00000072110","actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]"
"11438","DCAF5","ENSMUSG00000049106","11438.1.1","DCAF5","ENSG00000139990","DDB1 and CUL4 associated factor 5 [Source:HGNC Symbol;Acc:HGNC:20224]"
"11439","GM30025","ENSMUSG00000112278","11439.1.1","N/A","N/A","N/A"
"11440","EXD2","ENSMUSG00000032705","11440.1.1","EXD2","ENSG00000081177","exonuclease 3'-5' domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20217]"
"11441","2310002D06RIK","ENSMUSG00000112701","11441.1.1","N/A","N/A","N/A"
"11442","GALNT16","ENSMUSG00000021130","11442.1.1","GALNT16","ENSG00000100626","polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]"
"11443","ERH","ENSMUSG00000021131","11443.1.1","ERH","ENSG00000100632","ERH mRNA splicing and mitosis factor [Source:HGNC Symbol;Acc:HGNC:3447]"
"11443","ERH","ENSMUSG00000063412","11443.2.1","N/A","N/A","N/A"
"11444","SLC39A9","ENSMUSG00000048833","11444.1.1","SLC39A9","ENSG00000029364","solute carrier family 39 member 9 [Source:HGNC Symbol;Acc:HGNC:20182]"
"11445","PLEKHD1","ENSMUSG00000066438","11445.1.1","PLEKHD1","ENSG00000175985","pleckstrin homology and coiled-coil domain containing D1 [Source:HGNC Symbol;Acc:HGNC:20148]"
"11446","CCDC177","ENSMUSG00000062961","11446.1.1","CCDC177","ENSG00000267909","coiled-coil domain containing 177 [Source:HGNC Symbol;Acc:HGNC:23243]"
"11447","SUSD6","ENSMUSG00000021133","11447.1.1","SUSD6","ENSG00000100647","sushi domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19956]"
"11448","SRSF5","ENSMUSG00000021134","11448.1.1","SRSF5","ENSG00000100650","serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787]"
"11449","SLC10A1","ENSMUSG00000021135","11449.1.1","SLC10A1","ENSG00000100652","solute carrier family 10 member 1 [Source:HGNC Symbol;Acc:HGNC:10905]"
"11450","SMOC1","ENSMUSG00000021136","11450.1.1","SMOC1","ENSG00000198732","SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]"
"11451","SLC8A3","ENSMUSG00000079055","11451.1.1","SLC8A3","ENSG00000100678","solute carrier family 8 member A3 [Source:HGNC Symbol;Acc:HGNC:11070]"
"11452","GM3693","ENSMUSG00000098128","11452.1.1","N/A","N/A","N/A"
"11453","GM20498","ENSMUSG00000021139","11453.1.1","N/A","N/A","N/A"
"11453","GM20498","ENSMUSG00000090935","11453.2.1","SYNJ2BP","ENSG00000213463","synaptojanin 2 binding protein [Source:HGNC Symbol;Acc:HGNC:18955]"
"11454","COX16","ENSMUSG00000091803","11454.1.1","COX16","ENSG00000133983","cytochrome c oxidase assembly factor COX16 [Source:HGNC Symbol;Acc:HGNC:20213]"
"11455","GM28370","ENSMUSG00000099478","11455.1.1","N/A","N/A","N/A"
"11456","SYNJ2BP","ENSMUSG00000021139","11456.1.1","N/A","N/A","N/A"
"11456","SYNJ2BP","ENSMUSG00000090935","11456.2.1","SYNJ2BP","ENSG00000213463","synaptojanin 2 binding protein [Source:HGNC Symbol;Acc:HGNC:18955]"
"11457","ADAM21","ENSMUSG00000008438","11457.1.1","ADAM21","ENSG00000139985","ADAM metallopeptidase domain 21 [Source:HGNC Symbol;Acc:HGNC:200]"
"11458","MED6","ENSMUSG00000002679","11458.1.1","MED6","ENSG00000133997","mediator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:19970]"
"11459","GM16572","ENSMUSG00000090244","11459.1.1","N/A","N/A","N/A"
"11460","TTC9","ENSMUSG00000042734","11460.1.1","TTC9","ENSG00000133985","tetratricopeptide repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20267]"
"11461","MAP3K9","ENSMUSG00000042724","11461.1.1","MAP3K9","ENSG00000006432","mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]"
"11462","PCNX","ENSMUSG00000021140","11462.1.1","PCNX1","ENSG00000100731","pecanex 1 [Source:HGNC Symbol;Acc:HGNC:19740]"
"11463","SIPA1L1","ENSMUSG00000042700","11463.1.1","SIPA1L1","ENSG00000197555","signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284]"
"11464","RGS6","ENSMUSG00000021219","11464.1.1","RGS6","ENSG00000182732","regulator of G protein signaling 6 [Source:HGNC Symbol;Acc:HGNC:10002]"
"11465","1700085C21RIK","ENSMUSG00000100890","11465.1.1","N/A","N/A","N/A"
"11466","GM29530","ENSMUSG00000102029","11466.1.1","N/A","N/A","N/A"
"11467","DPF3","ENSMUSG00000021221","11467.1.1","DPF3","ENSG00000205683","double PHD fingers 3 [Source:HGNC Symbol;Acc:HGNC:17427]"
"11468","DCAF4","ENSMUSG00000021222","11468.1.1","DCAF4","ENSG00000119599","DDB1 and CUL4 associated factor 4 [Source:HGNC Symbol;Acc:HGNC:20229]"
"11468","DCAF4","ENSMUSG00000021222","11468.1.2","DCAF4L2","ENSG00000176566","DDB1 and CUL4 associated factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:26657]"
"11469","ZFYVE1","ENSMUSG00000042628","11469.1.1","ZFYVE1","ENSG00000165861","zinc finger FYVE-type containing 1 [Source:HGNC Symbol;Acc:HGNC:13180]"
"11470","RBM25","ENSMUSG00000010608","11470.1.1","RBM25","ENSG00000119707","RNA binding motif protein 25 [Source:HGNC Symbol;Acc:HGNC:23244]"
"11471","GM29361","ENSMUSG00000099708","11471.1.1","N/A","N/A","N/A"
"11472","PSEN1","ENSMUSG00000019969","11472.1.1","PSEN1","ENSG00000080815","presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]"
"11473","NUMB","ENSMUSG00000021224","11473.1.1","NUMB","ENSG00000133961","NUMB endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8060]"
"11474","ACOT4","ENSMUSG00000052392","11474.1.1","ACOT4","ENSG00000177465","acyl-CoA thioesterase 4 [Source:HGNC Symbol;Acc:HGNC:19748]"
"11475","4732463B04RIK","ENSMUSG00000097762","11475.1.1","N/A","N/A","N/A"
"11476","ACOT6","ENSMUSG00000043487","11476.1.1","ACOT6","ENSG00000205669","acyl-CoA thioesterase 6 [Source:HGNC Symbol;Acc:HGNC:33159]"
"11477","DNAL1","ENSMUSG00000042523","11477.1.1","DNAL1","ENSG00000119661","dynein axonemal light chain 1 [Source:HGNC Symbol;Acc:HGNC:23247]"
"11478","ELMSAN1","N/A","11478.1.1","N/A","N/A","N/A"
"11479","PTGR2","ENSMUSG00000072946","11479.1.1","PTGR2","ENSG00000140043","prostaglandin reductase 2 [Source:HGNC Symbol;Acc:HGNC:20149]"
"11480","ZFP410","ENSMUSG00000042472","11480.1.1","ZNF410","ENSG00000119725","zinc finger protein 410 [Source:HGNC Symbol;Acc:HGNC:20144]"
"11481","FAM161B","ENSMUSG00000021234","11481.1.1","FAM161B","ENSG00000156050","FAM161 centrosomal protein B [Source:HGNC Symbol;Acc:HGNC:19854]"
"11482","COQ6","ENSMUSG00000021235","11482.1.1","COQ6","ENSG00000119723","coenzyme Q6, monooxygenase [Source:HGNC Symbol;Acc:HGNC:20233]"
"11483","ENTPD5","ENSMUSG00000021236","11483.1.1","ENTPD5","ENSG00000187097","ectonucleoside triphosphate diphosphohydrolase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:3367]"
"11484","BBOF1","ENSMUSG00000057265","11484.1.1","BBOF1","ENSG00000119636","basal body orientation factor 1 [Source:HGNC Symbol;Acc:HGNC:19855]"
"11485","RNF113A2","ENSMUSG00000098134","11485.1.1","RNF113A","ENSG00000125352","ring finger protein 113A [Source:HGNC Symbol;Acc:HGNC:12974]"
"11486","ALDH6A1","ENSMUSG00000021238","11486.1.1","ALDH6A1","ENSG00000119711","aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179]"
"11487","LIN52","ENSMUSG00000085793","11487.1.1","LIN52","ENSG00000205659","lin-52 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:19856]"
"11488","VSX2","ENSMUSG00000021239","11488.1.1","VSX2","ENSG00000119614","visual system homeobox 2 [Source:HGNC Symbol;Acc:HGNC:1975]"
"11489","ABCD4","ENSMUSG00000021240","11489.1.1","ABCD4","ENSG00000119688","ATP binding cassette subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:68]"
"11490","SYNDIG1L","ENSMUSG00000071234","11490.1.1","SYNDIG1L","ENSG00000183379","synapse differentiation inducing 1 like [Source:HGNC Symbol;Acc:HGNC:32388]"
"11491","NPC2","ENSMUSG00000021242","11491.1.1","NPC2","ENSG00000119655","NPC intracellular cholesterol transporter 2 [Source:HGNC Symbol;Acc:HGNC:14537]"
"11492","ISCA2","ENSMUSG00000021241","11492.1.1","ISCA2","ENSG00000165898","iron-sulfur cluster assembly 2 [Source:HGNC Symbol;Acc:HGNC:19857]"
"11493","AREL1","ENSMUSG00000042350","11493.1.1","AREL1","ENSG00000119682","apoptosis resistant E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20363]"
"11494","FCF1","ENSMUSG00000021243","11494.1.1","FCF1","ENSG00000119616","FCF1 rRNA-processing protein [Source:HGNC Symbol;Acc:HGNC:20220]"
"11495","YLPM1","ENSMUSG00000021244","11495.1.1","YLPM1","ENSG00000119596","YLP motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17798]"
"11496","PROX2","ENSMUSG00000042320","11496.1.1","PROX2","ENSG00000119608","prospero homeobox 2 [Source:HGNC Symbol;Acc:HGNC:26715]"
"11497","DLST","ENSMUSG00000004789","11497.1.1","DLST","ENSG00000119689","dihydrolipoamide S-succinyltransferase [Source:HGNC Symbol;Acc:HGNC:2911]"
"11498","RPS6KL1","ENSMUSG00000019235","11498.1.1","RPS6KL1","ENSG00000198208","ribosomal protein S6 kinase like 1 [Source:HGNC Symbol;Acc:HGNC:20222]"
"11499","EIF2B2","ENSMUSG00000004788","11499.1.1","EIF2B2","ENSG00000119718","eukaryotic translation initiation factor 2B subunit beta [Source:HGNC Symbol;Acc:HGNC:3258]"
"11500","MLH3","ENSMUSG00000021245","11500.1.1","MLH3","ENSG00000119684","mutL homolog 3 [Source:HGNC Symbol;Acc:HGNC:7128]"
"11501","ACYP1","ENSMUSG00000008822","11501.1.1","N/A","N/A","N/A"
"11502","NEK9","ENSMUSG00000034290","11502.1.1","NEK9","ENSG00000119638","NIMA related kinase 9 [Source:HGNC Symbol;Acc:HGNC:18591]"
"11503","TMED10","ENSMUSG00000021248","11503.1.1","TMED10","ENSG00000170348","transmembrane p24 trafficking protein 10 [Source:HGNC Symbol;Acc:HGNC:16998]"
"11504","FOS","ENSMUSG00000021250","11504.1.1","FOS","ENSG00000170345","Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]"
"11505","JDP2","ENSMUSG00000034271","11505.1.1","JDP2","ENSG00000140044","Jun dimerization protein 2 [Source:HGNC Symbol;Acc:HGNC:17546]"
"11506","ERG28","ENSMUSG00000021252","11506.1.1","ERG28","ENSG00000133935","ergosterol biosynthesis 28 homolog [Source:HGNC Symbol;Acc:HGNC:1187]"
"11507","TTLL5","ENSMUSG00000012609","11507.1.1","N/A","N/A","N/A"
"11508","GM26531","ENSMUSG00000097902","11508.1.1","N/A","N/A","N/A"
"11509","TGFB3","ENSMUSG00000021253","11509.1.1","TGFB3","ENSG00000119699","transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769]"
"11510","IFT43","ENSMUSG00000007867","11510.1.1","IFT43","ENSG00000119650","intraflagellar transport 43 [Source:HGNC Symbol;Acc:HGNC:29669]"
"11511","GPATCH2L","ENSMUSG00000021254","11511.1.1","GPATCH2L","ENSG00000089916","G-patch domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:20210]"
"11512","ESRRB","ENSMUSG00000021255","11512.1.1","ESRRB","ENSG00000119715","estrogen related receptor beta [Source:HGNC Symbol;Acc:HGNC:3473]"
"11513","VASH1","ENSMUSG00000021256","11513.1.1","VASH1","ENSG00000071246","vasohibin 1 [Source:HGNC Symbol;Acc:HGNC:19964]"
"11514","ANGEL1","ENSMUSG00000021257","11514.1.1","ANGEL1","ENSG00000013523","angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961]"
"11515","IRF2BPL","ENSMUSG00000034168","11515.1.1","IRF2BPL","ENSG00000119669","interferon regulatory factor 2 binding protein like [Source:HGNC Symbol;Acc:HGNC:14282]"
"11516","CIPC","ENSMUSG00000034157","11516.1.1","CIPC","ENSG00000198894","CLOCK interacting pacemaker [Source:HGNC Symbol;Acc:HGNC:20365]"
"11517","ZDHHC22","ENSMUSG00000048483","11517.1.1","ZDHHC22","ENSG00000177108","zinc finger DHHC-type palmitoyltransferase 22 [Source:HGNC Symbol;Acc:HGNC:20106]"
"11518","TMEM63C","ENSMUSG00000034145","11518.1.1","TMEM63C","ENSG00000165548","transmembrane protein 63C [Source:HGNC Symbol;Acc:HGNC:23787]"
"11519","NGB","ENSMUSG00000021032","11519.1.1","NGB","ENSG00000165553","neuroglobin [Source:HGNC Symbol;Acc:HGNC:14077]"
"11520","POMT2","ENSMUSG00000034126","11520.1.1","POMT2","ENSG00000009830","protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]"
"11521","GSTZ1","ENSMUSG00000021033","11521.1.1","GSTZ1","ENSG00000100577","glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:HGNC:4643]"
"11522","GM6566","ENSMUSG00000113918","11522.1.1","N/A","N/A","N/A"
"11523","TMED8","ENSMUSG00000034111","11523.1.1","TMED8","ENSG00000100580","transmembrane p24 trafficking protein family member 8 [Source:HGNC Symbol;Acc:HGNC:18633]"
"11524","SAMD15","ENSMUSG00000090812","11524.1.1","SAMD15","ENSG00000100583","sterile alpha motif domain containing 15 [Source:HGNC Symbol;Acc:HGNC:18631]"
"11525","NOXRED1","ENSMUSG00000072919","11525.1.1","NOXRED1","ENSG00000165555","NADP dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20487]"
"11526","VIPAS39","ENSMUSG00000021038","11526.1.1","VIPAS39","ENSG00000151445","VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog [Source:HGNC Symbol;Acc:HGNC:20347]"
"11527","AHSA1","ENSMUSG00000021037","11527.1.1","AHSA1","ENSG00000100591","activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189]"
"11528","SPTLC2","ENSMUSG00000021036","11528.1.1","SPTLC2","ENSG00000100596","serine palmitoyltransferase long chain base subunit 2 [Source:HGNC Symbol;Acc:HGNC:11278]"
"11529","GM26764","N/A","11529.1.1","N/A","N/A","N/A"
"11530","ALKBH1","ENSMUSG00000079036","11530.1.1","ALKBH1","ENSG00000100601","alkB homolog 1, histone H2A dioxygenase [Source:HGNC Symbol;Acc:HGNC:17911]"
"11531","SLIRP","ENSMUSG00000021040","11531.1.1","SLIRP","ENSG00000119705","SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495]"
"11532","SNW1","ENSMUSG00000021039","11532.1.1","SNW1","ENSG00000100603","SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696]"
"11533","ADCK1","ENSMUSG00000021044","11533.1.1","ADCK1","ENSG00000063761","aarF domain containing kinase 1 [Source:HGNC Symbol;Acc:HGNC:19038]"
"11534","3200001D21RIK","ENSMUSG00000113434","11534.1.1","N/A","N/A","N/A"
"11535","4930473H19RIK","ENSMUSG00000113087","11535.1.1","N/A","N/A","N/A"
"11536","NRXN3","ENSMUSG00000066392","11536.1.1","NRXN3","ENSG00000021645","neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]"
"11537","DIO2","ENSMUSG00000007682","11537.1.1","DIO2","ENSG00000211448","iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884]"
"11538","4930544I03RIK","ENSMUSG00000097071","11538.1.1","N/A","N/A","N/A"
"11539","CEP128","ENSMUSG00000061533","11539.1.1","CEP128","ENSG00000100629","centrosomal protein 128 [Source:HGNC Symbol;Acc:HGNC:20359]"
"11540","5430427M07RIK","ENSMUSG00000085004","11540.1.1","N/A","N/A","N/A"
"11541","TSHR","ENSMUSG00000020963","11541.1.1","TSHR","ENSG00000165409","thyroid stimulating hormone receptor [Source:HGNC Symbol;Acc:HGNC:12373]"
"11542","GTF2A1","ENSMUSG00000020962","11542.1.1","GTF2A1","ENSG00000165417","general transcription factor IIA subunit 1 [Source:HGNC Symbol;Acc:HGNC:4646]"
"11543","STON2","ENSMUSG00000020961","11543.1.1","STON2","ENSG00000140022","stonin 2 [Source:HGNC Symbol;Acc:HGNC:30652]"
