Gene Symbol	Gene for PCA, Harmony, Clustering	Rank (n=85 sections)	Deviance (n=85 sections)	Ensembl Gene ID
AL031670.1	No	29046	22.24	ENSG00000275582
AMPD1	No	29047	22.24	ENSG00000116748
AP005482.2	No	29048	22.23	ENSG00000266961
AC103724.3	No	29049	22.23	ENSG00000261449
AC011897.1	No	29050	22.23	ENSG00000228505
AC022068.1	No	29051	22.22	ENSG00000285977
AP001781.1	No	29052	22.22	ENSG00000254990
LINC02769	No	29053	22.21	ENSG00000259815
PRG3	No	29054	22.21	ENSG00000156575
AL121888.2	No	29055	22.2	ENSG00000288083
AC008948.1	No	29056	22.2	ENSG00000248261
AC012081.1	No	29057	22.2	ENSG00000240478
OR6K3	No	29058	22.2	ENSG00000203757
AL357500.1	No	29059	22.2	ENSG00000225750
OR2AE1	No	29060	22.2	ENSG00000244623
AL355388.1	No	29061	22.19	ENSG00000224276
ARL14	No	29062.5	22.19	ENSG00000179674
AC015818.4	No	29062.5	22.19	ENSG00000264422
AC007535.1	No	29064	22.19	ENSG00000287928
AC016751.2	No	29065	22.18	ENSG00000235047
TRGV5	No	29066.5	22.18	ENSG00000211697
SMIM2-IT1	No	29066.5	22.18	ENSG00000235285
AC127894.1	No	29068	22.18	ENSG00000258140
MEIS1-AS3	No	29069	22.17	ENSG00000226819
AL353689.3	No	29070	22.17	ENSG00000287532
AC093895.1	No	29071	22.17	ENSG00000249001
AC010891.1	No	29072	22.16	ENSG00000228379
AC078820.1	No	29073	22.16	ENSG00000258088
CPZ	No	29074	22.16	ENSG00000109625
AC027419.2	No	29075	22.16	ENSG00000253622
KRTAP7-1	No	29076	22.16	ENSG00000274749
AC009142.1	No	29077	22.16	ENSG00000261410
AC068658.1	No	29078	22.16	ENSG00000250603
AC009511.2	No	29079	22.15	ENSG00000256747
AL645608.1	No	29080	22.15	ENSG00000224969
BHLHA15	No	29081	22.15	ENSG00000180535
MYH4	No	29082	22.15	ENSG00000264424
TRERNA1	No	29083	22.15	ENSG00000231265
AC008278.1	No	29085.5	22.14	ENSG00000224194
AC093001.1	No	29085.5	22.14	ENSG00000244468
AC020703.1	No	29085.5	22.14	ENSG00000249309
CSAG2	No	29085.5	22.14	ENSG00000268902
LINC00374	No	29088	22.13	ENSG00000232954
ZMYM4-AS1	No	29090	22.13	ENSG00000227409
LINC01735	No	29090	22.13	ENSG00000261453
AC093791.2	No	29090	22.13	ENSG00000286321
AC092723.3	No	29092	22.12	ENSG00000285012
AC067751.1	No	29093	22.12	ENSG00000238280
MAGEB3	No	29094	22.12	ENSG00000198798
TNP1	No	29095	22.12	ENSG00000118245
AC010727.1	No	29096	22.11	ENSG00000288050
C5orf64-AS1	No	29097	22.1	ENSG00000251575
AC133919.2	No	29098	22.1	ENSG00000261172
OR52K2	No	29099	22.1	ENSG00000181963
FAM237B	No	29100	22.1	ENSG00000283267
AC091917.3	No	29101	22.09	ENSG00000251367
TEDDM1	No	29102	22.09	ENSG00000203730
AC073115.2	No	29103	22.09	ENSG00000237471
AC024940.1	No	29104	22.09	ENSG00000177340
AL021917.1	No	29105	22.09	ENSG00000287050
C9orf131	No	29107	22.09	ENSG00000174038
NTM-IT	No	29107	22.09	ENSG00000238262
AC005324.5	No	29107	22.09	ENSG00000266261
AC087627.1	No	29109	22.08	ENSG00000253983
OR1L3	No	29110	22.08	ENSG00000171481
AC087761.1	No	29111	22.07	ENSG00000259967
AL357518.1	No	29112	22.07	ENSG00000271897
AP000281.2	No	29113	22.07	ENSG00000232360
AC008127.1	No	29114	22.07	ENSG00000257319
CLYBL-AS1	No	29115.5	22.07	ENSG00000234303
TRAV8-5	No	29115.5	22.07	ENSG00000256379
IGKV2OR22-4	No	29117.5	22.07	ENSG00000253691
AL512638.3	No	29117.5	22.07	ENSG00000287103
LINC02729	No	29119	22.07	ENSG00000255335
DEFB133	No	29120	22.07	ENSG00000214643
AL136146.2	No	29121	22.06	ENSG00000255256
NLRP7	No	29122	22.06	ENSG00000167634
AC122129.2	No	29123	22.05	ENSG00000264167
AP002075.1	No	29124.5	22.04	ENSG00000251309
AL512658.2	No	29124.5	22.04	ENSG00000285797
FAM230J	No	29126	22.04	ENSG00000274044
AC005828.5	No	29127	22.03	ENSG00000265971
AC004828.1	No	29128	22.03	ENSG00000258871
AC015802.1	No	29129	22.03	ENSG00000267078
AKR1C4	No	29130	22.02	ENSG00000198610
MUC15	No	29131	22.02	ENSG00000169550
AC068616.2	No	29132	22.02	ENSG00000287026
AC011525.2	No	29133	22.01	ENSG00000267465
AC034148.1	No	29134	22.01	ENSG00000287521
AC006450.2	No	29135	22.01	ENSG00000234921
LINC02612	No	29136	22.01	ENSG00000224048
AC026355.3	No	29137	22	ENSG00000236385
AC018521.4	No	29138	22	ENSG00000264701
AC016575.2	No	29139	22	ENSG00000286441
AC078874.1	No	29140	22	ENSG00000286903
ANO3-AS1	No	29141	22	ENSG00000254819
CDKN2A-DT	No	29142	22	ENSG00000224854
AC244100.4	No	29143	22	ENSG00000278690
AC091132.1	No	29144	22	ENSG00000131484
DEFB136	No	29145	21.98	ENSG00000205884
TBC1D22A-AS1	No	29146	21.98	ENSG00000280080
LINC02181	No	29147.5	21.98	ENSG00000232190
LINC01749	No	29147.5	21.98	ENSG00000272259
IGHV3-21	No	29149	21.98	ENSG00000211947
AC093627.6	No	29150	21.98	ENSG00000242611
AL807761.4	No	29151	21.98	ENSG00000230782
AC022784.2	No	29152	21.97	ENSG00000253252
AL157392.1	No	29153	21.97	ENSG00000225112
LINC02392	No	29154	21.97	ENSG00000258183
AC100872.2	No	29155	21.97	ENSG00000263443
AC008073.1	No	29156	21.96	ENSG00000223754
AC093911.1	No	29157	21.96	ENSG00000237477
TMIGD1	No	29158.5	21.96	ENSG00000182271
BX470209.1	No	29158.5	21.96	ENSG00000226206
AC117488.1	No	29160	21.96	ENSG00000288022
AC008764.3	No	29161	21.96	ENSG00000268309
AC016722.2	No	29162	21.96	ENSG00000228925
AL157937.1	No	29163	21.95	ENSG00000236921
AC092994.1	No	29164	21.95	ENSG00000243861
AC018442.2	No	29165	21.95	ENSG00000253539
TEX47	No	29166	21.95	ENSG00000164645
CCDC63	No	29167	21.95	ENSG00000173093
AL160271.2	No	29169.5	21.94	ENSG00000236687
AC015631.1	No	29169.5	21.94	ENSG00000251199
AC108449.1	No	29169.5	21.94	ENSG00000254129
AC139769.2	No	29169.5	21.94	ENSG00000267924
NAV2-AS5	No	29172.5	21.94	ENSG00000255043
AL109828.1	No	29172.5	21.94	ENSG00000286006
AP002989.1	No	29174.5	21.94	ENSG00000254987
AL008720.1	No	29174.5	21.94	ENSG00000285707
AC036103.1	No	29176.5	21.94	ENSG00000261002
AL357513.1	No	29176.5	21.94	ENSG00000287992
AC105053.1	No	29178	21.94	ENSG00000229498
AC004014.1	No	29179	21.94	ENSG00000229603
C20orf173	No	29180.5	21.94	ENSG00000125975
AC104365.1	No	29180.5	21.94	ENSG00000267476
AC006207.1	No	29182	21.93	ENSG00000283138
OR2AP1	No	29183.5	21.93	ENSG00000179615
AL353811.1	No	29183.5	21.93	ENSG00000269957
CCL11	No	29185	21.93	ENSG00000172156
OR10C1	No	29186	21.93	ENSG00000206474
FBXO36-IT1	No	29187	21.92	ENSG00000231534
AL096828.5	No	29188	21.92	ENSG00000286628
AC092958.4	No	29189	21.91	ENSG00000285798
LINC02527	No	29190	21.91	ENSG00000227012
AC024559.1	No	29191.5	21.91	ENSG00000238043
AC105402.4	No	29191.5	21.91	ENSG00000286167
AL032821.1	No	29193	21.91	ENSG00000234484
AL591643.1	No	29194.5	21.91	ENSG00000260683
AC096970.1	No	29194.5	21.91	ENSG00000287131
IGKV3D-11	No	29196	21.9	ENSG00000211632
ACOD1	No	29197	21.89	ENSG00000102794
AC099786.1	No	29198	21.89	ENSG00000224127
LINC00114	No	29199	21.89	ENSG00000223806
CASK-AS1	No	29200	21.89	ENSG00000233033
AC092896.2	No	29201	21.89	ENSG00000285836
HIST1H3C	No	29202	21.88	ENSG00000287080
AC000099.1	No	29203	21.88	ENSG00000236340
NKX2-2-AS1	No	29204	21.88	ENSG00000258197
AC034154.1	No	29205	21.88	ENSG00000254044
AL050402.1	No	29206	21.87	ENSG00000227880
AC009087.1	No	29207	21.87	ENSG00000260252
AC093857.1	No	29208	21.86	ENSG00000249892
AC109642.1	No	29209	21.86	ENSG00000287658
AC002401.2	No	29210	21.86	ENSG00000250282
OR56B1	No	29211	21.86	ENSG00000181023
PDE6C	No	29212	21.85	ENSG00000095464
AC026401.1	No	29213	21.85	ENSG00000257769
AC069113.2	No	29214.5	21.84	ENSG00000253397
AC107909.1	No	29214.5	21.84	ENSG00000253532
AP001437.2	No	29216	21.84	ENSG00000287637
AC096540.1	No	29217	21.84	ENSG00000227527
IGLCOR22-2	No	29218	21.83	ENSG00000271093
MIR200CHG	No	29219	21.83	ENSG00000257084
SCGB2A2	No	29220	21.83	ENSG00000110484
AC011462.3	No	29221	21.82	ENSG00000268987
AL133383.1	No	29222	21.82	ENSG00000261729
RXFP4	No	29223	21.82	ENSG00000173080
AC084125.3	No	29224	21.82	ENSG00000255456
AC110058.1	No	29225.5	21.82	ENSG00000255029
PLA2G4C-AS1	No	29225.5	21.82	ENSG00000269420
AC026991.2	No	29227	21.81	ENSG00000285861
ARSH	No	29228	21.81	ENSG00000205667
AMY1A	No	29229	21.81	ENSG00000237763
FP325330.3	No	29230	21.81	ENSG00000279712
AL139390.1	No	29231	21.8	ENSG00000203498
AC067930.4	No	29232	21.8	ENSG00000255050
INO80-AS1	No	29233	21.8	ENSG00000259521
MC3R	No	29234	21.8	ENSG00000124089
UCA1	No	29235	21.79	ENSG00000214049
AC093898.1	No	29236	21.79	ENSG00000286046
AC090505.2	No	29237	21.79	ENSG00000238031
AL035420.2	No	29238	21.79	ENSG00000237063
LINC02626	No	29239	21.78	ENSG00000236799
SSTR5	No	29240	21.78	ENSG00000162009
LINC01665	No	29241	21.78	ENSG00000235343
PEX5L-AS1	No	29242	21.78	ENSG00000243799
AC078923.1	No	29243	21.78	ENSG00000258077
LINC02260	No	29244	21.78	ENSG00000250456
AC009656.1	No	29245	21.77	ENSG00000255060
AC124944.3	No	29246	21.76	ENSG00000286004
AC139718.1	No	29247	21.76	ENSG00000248432
AC008534.1	No	29248	21.76	ENSG00000249175
AC135050.5	No	29249	21.76	ENSG00000262766
IGKV1OR-3	No	29250	21.76	ENSG00000204776
AL354794.1	No	29251	21.76	ENSG00000236733
AL359547.1	No	29252.5	21.75	ENSG00000237468
LINC02745	No	29252.5	21.75	ENSG00000255300
AC072026.3	No	29254	21.75	ENSG00000287366
LINC01758	No	29255.5	21.74	ENSG00000229639
AC104758.5	No	29255.5	21.74	ENSG00000261403
AC105999.1	No	29257	21.74	ENSG00000253354
MRGPRG-AS1	No	29258	21.74	ENSG00000236301
LINC02480	No	29259	21.74	ENSG00000251040
NDFIP2-AS1	No	29260	21.74	ENSG00000232132
AC011444.2	No	29261	21.74	ENSG00000267262
AL049869.2	No	29262	21.73	ENSG00000259076
AC024267.5	No	29263	21.73	ENSG00000265908
AP001574.1	No	29264	21.73	ENSG00000253217
AL355075.6	No	29265	21.73	ENSG00000287735
AL353740.1	No	29266	21.72	ENSG00000203434
AC090337.2	No	29267	21.72	ENSG00000285748
AC109462.2	No	29268	21.72	ENSG00000263207
AC009303.2	No	29269	21.72	ENSG00000235066
LINC01654	No	29270	21.71	ENSG00000261781
AC090802.1	No	29271	21.71	ENSG00000253526
CMA1	No	29272.5	21.7	ENSG00000092009
RNF186	No	29272.5	21.7	ENSG00000178828
LINC01181	No	29274	21.7	ENSG00000250929
PURPL	No	29275.5	21.7	ENSG00000250337
AC091185.1	No	29275.5	21.7	ENSG00000253476
PGA3	No	29277	21.69	ENSG00000229859
AL136018.1	No	29278	21.69	ENSG00000258657
AC104063.1	No	29279	21.69	ENSG00000248749
AL360175.1	No	29280	21.69	ENSG00000233470
C3orf85	No	29281	21.68	ENSG00000241224
AC016987.2	No	29282	21.68	ENSG00000259636
AC117373.1	No	29283	21.68	ENSG00000256137
GC	No	29284	21.67	ENSG00000145321
AC016866.1	No	29285	21.67	ENSG00000264269
AL157902.1	No	29286	21.66	ENSG00000236866
AC244472.1	No	29287	21.66	ENSG00000286831
AL049775.2	No	29288	21.66	ENSG00000258902
BPIFB1	No	29289	21.66	ENSG00000125999
AC073409.1	No	29290	21.65	ENSG00000226708
AC114277.1	No	29291	21.65	ENSG00000287634
DPPA5	No	29292	21.65	ENSG00000203909
AC025287.4	No	29293	21.65	ENSG00000284484
AL138902.1	No	29294	21.65	ENSG00000232298
LINC02066	No	29295.5	21.65	ENSG00000241151
MIR1302-2HG	No	29295.5	21.65	ENSG00000243485
CTAG1A	No	29297	21.65	ENSG00000268651
LINC02842	No	29298	21.64	ENSG00000254119
AC022211.1	No	29299	21.64	ENSG00000263786
OR52E6	No	29300	21.64	ENSG00000205409
AC079793.1	No	29301	21.63	ENSG00000228655
AL354893.2	No	29302.5	21.63	ENSG00000229065
AC093903.1	No	29302.5	21.63	ENSG00000249091
AC010132.1	No	29304	21.63	ENSG00000231539
AP001628.2	No	29305	21.63	ENSG00000233754
AC087286.4	No	29306	21.62	ENSG00000259453
AP001010.1	No	29307	21.62	ENSG00000266954
AC009301.1	No	29308	21.62	ENSG00000285984
AC246793.1	No	29309	21.61	ENSG00000220891
LINC02031	No	29310	21.61	ENSG00000238837
AC024619.1	No	29311	21.61	ENSG00000238007
HS3ST6	No	29312	21.6	ENSG00000162040
AC022915.1	No	29313	21.59	ENSG00000253455
PRORY	No	29314	21.59	ENSG00000183146
LINC01775	No	29315	21.59	ENSG00000267201
FNDC8	No	29316	21.59	ENSG00000073598
UMOD	No	29317	21.59	ENSG00000169344
AC097480.1	No	29318	21.59	ENSG00000250064
LINC02053	No	29319	21.59	ENSG00000241696
AC087477.5	No	29320	21.59	ENSG00000259542
AC244102.3	No	29321	21.59	ENSG00000286051
TMEM82	No	29322.5	21.58	ENSG00000162460
AC125421.1	No	29322.5	21.58	ENSG00000263574
AL161753.1	No	29324	21.57	ENSG00000286582
PNLIPRP3	No	29325	21.57	ENSG00000203837
AC104964.2	No	29326	21.57	ENSG00000253678
TM4SF20	No	29327	21.56	ENSG00000168955
AC005702.5	No	29328	21.55	ENSG00000287664
OVCH2	No	29329	21.55	ENSG00000183378
ASB15	No	29330	21.55	ENSG00000146809
AL121956.1	No	29331	21.55	ENSG00000233365
AL163953.1	No	29332.5	21.54	ENSG00000225680
AC010677.2	No	29332.5	21.54	ENSG00000285860
FAM138E	No	29334	21.54	ENSG00000248893
Z84488.1	No	29335	21.54	ENSG00000244158
AL589986.2	No	29336	21.54	ENSG00000236427
LINC02118	No	29337	21.54	ENSG00000248789
AC012173.1	No	29338	21.53	ENSG00000260350
DMRTC1	No	29339	21.53	ENSG00000269502
HNRNPCL3	No	29340	21.53	ENSG00000277058
AP001922.2	No	29341	21.53	ENSG00000254630
PADI6	No	29342	21.52	ENSG00000276747
AC012500.1	No	29343	21.52	ENSG00000287536
AC092153.1	No	29344	21.52	ENSG00000285155
UTS2R	No	29345	21.52	ENSG00000181408
AC026786.2	No	29346.5	21.51	ENSG00000271963
AC106045.1	No	29346.5	21.51	ENSG00000287331
LRRC31	No	29348.5	21.51	ENSG00000114248
AC132872.3	No	29348.5	21.51	ENSG00000275888
SPZ1	No	29350	21.51	ENSG00000164299
AC012322.1	No	29351	21.5	ENSG00000261028
AC138466.1	No	29352	21.5	ENSG00000256312
AC008659.1	No	29353	21.49	ENSG00000245688
LRIT1	No	29354.5	21.49	ENSG00000148602
AC069542.1	No	29354.5	21.49	ENSG00000229190
AP000547.2	No	29356	21.49	ENSG00000273362
AC114763.2	No	29357.5	21.48	ENSG00000230569
AC022463.1	No	29357.5	21.48	ENSG00000288073
AC011351.1	No	29359	21.48	ENSG00000286690
AC103808.5	No	29360	21.48	ENSG00000266614
AL136320.1	No	29361	21.48	ENSG00000230322
GOLGA6B	No	29362	21.47	ENSG00000215186
AF038458.3	No	29363	21.47	ENSG00000267786
C19orf67	No	29364.5	21.47	ENSG00000188032
AL845552.2	No	29364.5	21.47	ENSG00000259031
AC021678.2	No	29366	21.46	ENSG00000253690
AC103876.1	No	29367	21.46	ENSG00000259986
CASC23	No	29368	21.46	ENSG00000255420
AL121999.1	No	29369	21.46	ENSG00000232895
CST9	No	29370.5	21.45	ENSG00000173335
AL445531.1	No	29370.5	21.45	ENSG00000260677
AC011773.3	No	29372	21.45	ENSG00000258256
A1CF	No	29373.5	21.45	ENSG00000148584
AC092832.2	No	29373.5	21.45	ENSG00000231846
ATP2B2-IT1	No	29375	21.44	ENSG00000236999
AL121938.1	No	29376	21.44	ENSG00000286299
AP001599.1	No	29377	21.44	ENSG00000223563
AC092825.1	No	29378	21.44	ENSG00000286567
BSPH1	No	29379	21.44	ENSG00000188334
AC099788.1	No	29380.5	21.43	ENSG00000229846
AL049829.2	No	29380.5	21.43	ENSG00000259018
AC108861.1	No	29382	21.43	ENSG00000278408
ENTHD1	No	29383.5	21.43	ENSG00000176177
LINC02327	No	29383.5	21.43	ENSG00000258038
AC004448.5	No	29385.5	21.42	ENSG00000287196
AL139801.1	No	29385.5	21.42	ENSG00000287863
LINC02570	No	29387	21.42	ENSG00000237923
AC010401.2	No	29388	21.42	ENSG00000263234
AL713998.3	No	29389	21.42	ENSG00000286680
FAM230E	No	29390	21.41	ENSG00000182824
AC023511.1	No	29391	21.41	ENSG00000257262
AC241644.2	No	29392.5	21.4	ENSG00000234190
AC012409.1	No	29392.5	21.4	ENSG00000259359
AL096869.3	No	29394	21.4	ENSG00000259789
AP003469.1	No	29395	21.4	ENSG00000253355
AC106053.1	No	29396	21.4	ENSG00000224626
KIR2DL4	No	29397	21.39	ENSG00000189013
AL353613.1	No	29398	21.39	ENSG00000232211
SACS-AS1	No	29399.5	21.38	ENSG00000229558
IGKV1OR2-118	No	29399.5	21.38	ENSG00000270999
AC091151.5	No	29401	21.38	ENSG00000287943
LINC02759	No	29402	21.37	ENSG00000255175
AL590068.1	No	29403	21.37	ENSG00000228800
AL731537.2	No	29404	21.37	ENSG00000261368
GUCA2A	No	29405	21.37	ENSG00000197273
AC005100.2	No	29406	21.37	ENSG00000285960
AC073071.1	No	29407	21.36	ENSG00000234273
AC087749.2	No	29408	21.35	ENSG00000264829
AC026167.1	No	29409	21.35	ENSG00000226022
AC012506.2	No	29410	21.35	ENSG00000223634
AC079341.1	No	29411	21.34	ENSG00000226757
HS6ST2-AS1	No	29413	21.34	ENSG00000235849
AC069234.3	No	29413	21.34	ENSG00000256569
AL161663.2	No	29413	21.34	ENSG00000288100
AC092127.1	No	29415	21.34	ENSG00000260417
PLA2G4F	No	29416	21.33	ENSG00000168907
AC004160.2	No	29417	21.33	ENSG00000230435
AL512356.4	No	29418	21.33	ENSG00000286636
LINC01074	No	29420	21.33	ENSG00000227611
AC090993.1	No	29420	21.33	ENSG00000253108
LINC00543	No	29420	21.33	ENSG00000260704
PDZD3	No	29422	21.33	ENSG00000172367
AC023794.5	No	29423	21.32	ENSG00000257534
AC209154.1	No	29424	21.32	ENSG00000276399
AC004217.1	No	29425	21.32	ENSG00000257494
LINC01674	No	29426	21.32	ENSG00000228159
LINC01496	No	29427	21.32	ENSG00000234766
LINC00919	No	29428	21.32	ENSG00000260268
AL132655.3	No	29429	21.32	ENSG00000270279
AC090644.1	No	29430	21.32	ENSG00000285731
AC011239.1	No	29431	21.32	ENSG00000224361
Z93022.1	No	29432	21.32	ENSG00000235834
AC015660.3	No	29433	21.32	ENSG00000274294
AC016925.3	No	29434	21.31	ENSG00000287796
TRBV24-1	No	29435	21.31	ENSG00000211750
LINC01935	No	29436	21.31	ENSG00000224095
OR10G4	No	29437	21.31	ENSG00000254737
SLIT1-AS1	No	29438	21.31	ENSG00000234855
AC008992.1	No	29439	21.3	ENSG00000267636
AC131956.2	No	29440	21.3	ENSG00000250777
AC090099.2	No	29441	21.3	ENSG00000285562
AC114808.2	No	29442	21.3	ENSG00000236665
AL049835.1	No	29443	21.3	ENSG00000258490
AC090109.1	No	29444	21.29	ENSG00000258115
SLC9A9-AS1	No	29445	21.29	ENSG00000240012
AC025572.1	No	29446	21.28	ENSG00000240777
AL391834.3	No	29447	21.28	ENSG00000285911
LCE6A	No	29448	21.27	ENSG00000235942
LINC01942	No	29449	21.27	ENSG00000253428
AL589787.1	No	29450	21.27	ENSG00000287326
LINC01173	No	29451	21.26	ENSG00000280744
AC093821.1	No	29452.5	21.26	ENSG00000249125
AC105020.4	No	29452.5	21.26	ENSG00000260892
AC113331.1	No	29454	21.25	ENSG00000236897
DSCR4-IT1	No	29455	21.25	ENSG00000223608
IGLC7	No	29456	21.25	ENSG00000211685
AC124290.2	No	29457	21.25	ENSG00000253524
CLDN18	No	29458	21.24	ENSG00000066405
AC012409.2	No	29459	21.23	ENSG00000275443
AC244517.7	No	29460	21.23	ENSG00000279375
AC123768.1	No	29461	21.23	ENSG00000241818
BOD1L2	No	29462.5	21.23	ENSG00000228075
AL163974.1	No	29462.5	21.23	ENSG00000258576
AC026765.3	No	29464	21.23	ENSG00000257817
LINC02736	No	29465	21.22	ENSG00000279243
PRSS2	No	29466	21.22	ENSG00000275896
AL138787.2	No	29467	21.22	ENSG00000271554
LINC02829	No	29468	21.21	ENSG00000229274
AC092819.1	No	29469	21.21	ENSG00000253281
INSL6	No	29470	21.21	ENSG00000120210
LINC02171	No	29471	21.21	ENSG00000250632
PDCL2	No	29472	21.2	ENSG00000163440
IL1F10	No	29473	21.2	ENSG00000136697
KCND3-AS1	No	29474	21.19	ENSG00000237556
AC073091.3	No	29475	21.19	ENSG00000287172
LINC00974	No	29476	21.18	ENSG00000226629
LINC01242	No	29477	21.18	ENSG00000280683
AC106872.12	No	29478	21.18	ENSG00000285563
AC104758.4	No	29479	21.18	ENSG00000261244
AC021915.2	No	29480	21.17	ENSG00000254314
ANHX	No	29481	21.17	ENSG00000227059
NUTM2G	No	29482	21.16	ENSG00000188152
AL357558.1	No	29483	21.15	ENSG00000228503
AC093732.1	No	29484	21.15	ENSG00000233845
AC009139.2	No	29485	21.15	ENSG00000261063
LINC00350	No	29486	21.15	ENSG00000225316
DLX2	No	29487	21.14	ENSG00000115844
AC084724.1	No	29488	21.13	ENSG00000286302
AC022146.2	No	29489	21.13	ENSG00000271717
AC025917.1	No	29490	21.13	ENSG00000260618
AC013437.1	No	29491	21.13	ENSG00000257284
AL034546.1	No	29492	21.12	ENSG00000280395
AC100805.1	No	29493	21.12	ENSG00000286878
TRIM43	No	29494	21.12	ENSG00000144015
LINC02412	No	29495	21.12	ENSG00000258171
AP000552.4	No	29496	21.11	ENSG00000286102
LINC01288	No	29497	21.1	ENSG00000254344
IFNB1	No	29498.5	21.1	ENSG00000171855
AC026391.1	No	29498.5	21.1	ENSG00000235140
HOXC9	No	29500	21.1	ENSG00000180806
AL355602.1	No	29501	21.1	ENSG00000284694
KRT6A	No	29502	21.09	ENSG00000205420
AC021088.1	No	29503	21.09	ENSG00000250619
AP001062.2	No	29504	21.09	ENSG00000232969
AP000561.1	No	29505	21.09	ENSG00000226043
AC078828.1	No	29506	21.09	ENSG00000243296
NOP53-AS1	No	29507	21.08	ENSG00000269656
LY6L	No	29508	21.08	ENSG00000261667
KRTAP24-1	No	29509	21.08	ENSG00000188694
AC138625.2	No	29510	21.08	ENSG00000259833
AC115837.2	No	29511	21.08	ENSG00000254080
AC021683.1	No	29512	21.07	ENSG00000267466
AC091544.2	No	29513	21.07	ENSG00000258676
GPR25	No	29514	21.07	ENSG00000170128
AC110790.1	No	29515	21.07	ENSG00000287320
PSG9	No	29516	21.06	ENSG00000183668
LINC02655	No	29517	21.06	ENSG00000231082
CEACAM6	No	29518	21.06	ENSG00000086548
FERD3L	No	29519.5	21.05	ENSG00000146618
AC008496.2	No	29519.5	21.05	ENSG00000250258
AC114954.1	No	29521.5	21.05	ENSG00000248148
AC134312.3	No	29521.5	21.05	ENSG00000260166
NAV2-AS3	No	29523	21.05	ENSG00000254542
OR4F21	No	29524	21.05	ENSG00000176269
GP1BA	No	29525	21.04	ENSG00000185245
TRBV5-5	No	29526	21.03	ENSG00000211725
AC073218.1	No	29527	21.03	ENSG00000272027
AC104699.1	No	29528	21.03	ENSG00000224220
AC234917.2	No	29529	21.03	ENSG00000285599
AC074131.1	No	29530	21.02	ENSG00000250831
AC097625.1	No	29531	21	ENSG00000225833
HIST1H2BI	No	29532.5	20.99	ENSG00000278588
AC124862.1	No	29532.5	20.99	ENSG00000287049
CCL13	No	29534	20.99	ENSG00000181374
AC010422.4	No	29535	20.99	ENSG00000269560
AC106738.2	No	29536	20.98	ENSG00000259725
AC009533.3	No	29537	20.97	ENSG00000286911
AL035658.1	No	29538	20.97	ENSG00000232754
LINC01754	No	29539	20.97	ENSG00000224565
LCAL1	No	29540	20.97	ENSG00000286042
ERVE-1	No	29541	20.96	ENSG00000267259
AC025187.1	No	29542	20.96	ENSG00000249994
DPRX	No	29543	20.96	ENSG00000204595
AL353689.2	No	29544	20.95	ENSG00000233706
AL138478.1	No	29545	20.95	ENSG00000277801
AC092894.1	No	29546.5	20.95	ENSG00000243081
LINC02281	No	29546.5	20.95	ENSG00000257748
AC012613.2	No	29548	20.94	ENSG00000253406
C5orf67	No	29549	20.94	ENSG00000225940
OR4L1	No	29550	20.94	ENSG00000176246
AC018706.1	No	29551	20.93	ENSG00000286725
AC126468.1	No	29552	20.92	ENSG00000287075
ZSCAN5C	No	29553	20.92	ENSG00000204532
VGLL1	No	29554	20.92	ENSG00000102243
AC105398.1	No	29555	20.91	ENSG00000229224
LINC02648	No	29556	20.91	ENSG00000225948
SPATA8-AS1	No	29557	20.9	ENSG00000259282
ADGRG7	No	29558	20.9	ENSG00000144820
AC021739.4	No	29559	20.9	ENSG00000259544
AL358176.1	No	29560	20.89	ENSG00000224359
BCL2L2-PABPN1	No	29561	20.88	ENSG00000258643
LINC02390	No	29562	20.88	ENSG00000256582
OR14K1	No	29563	20.87	ENSG00000153230
AC089998.2	No	29564	20.87	ENSG00000257837
AC022267.1	No	29565	20.86	ENSG00000286093
AC020980.1	No	29566.5	20.86	ENSG00000249737
AP001180.1	No	29566.5	20.86	ENSG00000260779
AL590560.5	No	29568	20.83	ENSG00000287040
AC009731.1	No	29569	20.83	ENSG00000287229
LINC01987	No	29570.5	20.82	ENSG00000267790
AL136129.1	No	29570.5	20.82	ENSG00000286826
LINC01387	No	29572	20.81	ENSG00000265944
AL354897.2	No	29573	20.81	ENSG00000287930
AP005202.1	No	29574	20.8	ENSG00000265174
AC079988.1	No	29575	20.8	ENSG00000236145
CNTN4-AS1	No	29576	20.79	ENSG00000237990
GOLGA8T	No	29577	20.79	ENSG00000261247
LINC01613	No	29578	20.79	ENSG00000261432
HIST1H2BL	No	29579	20.78	ENSG00000185130
KRT39	No	29580	20.78	ENSG00000196859
AC110716.1	No	29581	20.78	ENSG00000250543
AC067945.4	No	29582	20.77	ENSG00000288064
AC007595.1	No	29583	20.76	ENSG00000263279
Z82198.1	No	29584	20.76	ENSG00000228622
LINC00160	No	29585	20.76	ENSG00000230978
FO680682.1	No	29586	20.75	ENSG00000266579
