gene_id	gene_name	V13M06-331_A1s2	V13M06-331_A1s1	V13M06-331_B1s1	V13M06-331_B1s2	V13M06-331_C1s2	V13M06-331_C1s1	V13M06-331_D1s1	V13M06-331_D1s2	V13M06-333_A1s2	V13M06-333_A1s1	V13M06-333_B1s1	V13M06-333_B1s2	V13M06-333_C1s2	V13M06-333_C1s1	V13M06-333_D1s1	V13M06-333_D1s2	V13M06-332_A1s2	V13M06-332_A1s1	V13M06-332_B1s1	V13M06-332_B1s2	V13M06-332_C1s1	V13M06-332_C1s2	V13M06-332_D1s2	V13M06-332_D1s1	V13M06-404_A1s1	V13M06-404_A1s2	V13M06-404_B1s2	V13M06-404_B1s1	V13M06-404_C1s1	V13M06-404_C1s2	V13M06-404_D1s1	V13M06-404_D1s2	V13M06-403_A1s1	V13M06-403_A1s2	V13M06-403_B1s2	V13M06-403_B1s1	V13M06-403_C1s1	V13M06-403_C1s2	V13M06-403_D1s1	V13M06-403_D1s2	V13M06-402_A1s1	V13M06-402_A1s2	V13M06-402_B1s1	V13M06-402_B1s2	V13M06-402_C1s2	V13M06-402_C1s1	V13M06-402_D1s1	V13M06-402_D1s2	V13M06-401_A1s1	V13M06-401_A1s2	V13M06-401_B1s1	V13M06-401_B1s2	V13M06-401_C1s1	V13M06-401_C1s2	V13M06-401_D1s1	V13M06-401_D1s2	V13M06-386_A1s2	V13M06-386_A1s1	V13M06-386_B1s2	V13M06-386_B1s1	V13M06-386_C1s1	V13M06-386_C1s2	V13M06-386_D1s2	V13M06-386_D1s1	V13B23-366_A1s1	V13B23-284_A1s2	V13B23-284_A1s1	V13B23-284_B1s2	V13B23-284_B1s1	V13B23-284_C1s2	V13B23-284_C1s1	V13B23-284_D1s1	V13B23-284_D1s2	V13F27-339_A1s1	V13F27-339_A1s2	V13F27-339_B1s1	V13F27-339_B1s2	V13F27-339_C1s2	V13F27-339_C1s1	V13F27-339_D1s2	V13F27-339_D1s1	V13B23-286_A1s1	V13B23-286_A1s2	V13B23-286_B1s2	V13B23-286_B1s1	meanrank	samples_signif	Gene for PCA, Harmony, Clustering
ENSG00000186468	RPS23	528	308	448	127		1216	1083	263	331	606	195	84	381	174	153	642	378	451	217	167			60	306	114	130	278	178	368	374	63	78	110		106	47	146		270	113	259	430	238	142	189	235	56	118			253	325	116	261	388		106	352	173	177	215	259	114	91	431	112	63	67	76		205		85	349	445	372	212	444	251	295	406	1160	459	183	173	277.04	75	Yes
ENSG00000186469	GNG2			184		331	259	434	185	421	201	824	1160	226	348	130	324			378	906			427	282	643	767	315	465	641	348									205	368	291	550	668	360	422				266	645	146	274		285	80	147		501			565	870			169		693	187	203		314			309	332	213	1209	246	1395			167	327			426.528301886792	53	Yes
ENSG00000186472	PCLO		609		584		1592	1160	968	830	912		1514	718	1485	1565	1550		243	1191	1176			744	1233	1862	1011	1055													571	1172	1211	1445	655								1115			617			826							351											801			891			1192	1096	963	624	1015.2	35	No
ENSG00000186480	INSIG1			776		515	414	437	1112	616	419	977	633	878	556	402	1458			704	482	95		785	1187	1226	1306	779	1215	247	64	1415								652		539	449		496		840	402	371			592	629	711		337	289	707				665	541	731		452		759	864		345				617	535		494	1024	978			582	320		615	664.792452830189	53	Yes
ENSG00000186487	MYT1L									1240	1471			1297	2616	1384												1370	1870													1742	673													558																								1759							1452.72727272727	11	No
ENSG00000186501	TMEM222							1519												1673						2104			1599													1387																																									759				1506.83333333333	6	No
ENSG00000186522	SEPTIN10																																																																			861																			861	1	No
ENSG00000186577	SMIM29						1247	1376	819	1271	1683	1527	1032		1918	1412	545			2234	934			385	842	1275	1205		901												412		892	994	408								1041				883	374	592				748						999						719		631	1058	479	669			419	659			958.323529411765	34	No
ENSG00000186591	UBE2H																1823																																				1446																																		1634.5	2	No
ENSG00000186660	ZFP91																															1504																																																							1504	1	No
ENSG00000186687	LYRM7												1509		2712																																																																	1843							2021.33333333333	3	No
ENSG00000186710	CFAP73								47																																																																														47	1	No
ENSG00000186716	BCR					1052	1622			864																1445																1657																																										1497			1356.16666666667	6	No
ENSG00000186834	HEXIM1										1942		1293	2541																																																																									1925.33333333333	3	No
ENSG00000186868	MAPT	804				344	318	509	292	1090	515	1062	1036	312	765	900	418		269	876	423			1282	1121	1370	612	623	919	156	265		887							661		662	552	636	848		659		395		639		1274	768	540	393	577	454	356			804	776	509		383		834	494	555		108		206	716	647	553	653	678	682			931	612	784	306	640.898305084746	59	Yes
ENSG00000186889	TMEM17													2141	2566																																																																								2353.5	2	No
ENSG00000186908	ZDHHC17												1800	2380						2002									2282																																																										2116	4	No
ENSG00000186973	FAM183A								48		12			63											12																																																														33.75	4	No
ENSG00000187051	RPS19BP1												1378	2404		1378		1171		1638					1122	1733	1635		1702																								1610															983											1561	1008							1486.38461538462	13	No
ENSG00000187079	TEAD1										1738			2075	1495										1222																																																														1632.5	4	No
ENSG00000187094	CCK					999	623	297	327	969	532	530	1433	1350	707	1135	411							261	88	44	9	626	1288													1152		669					92		470		1325																										1085	1477							715.96	25	No
ENSG00000187109	NAP1L1	360					1775					332	751		950	1418		259	450	1644	1692	100				1022	734	841	496			503	686		61	60		174		432	433	1452	1207	997		533	762						1714	417	612				830	296			1018					1082	667								574	577	356	799		117	1043	1046	487		738.581395348837	43	Yes
ENSG00000187118	CMC1														2246	1432																																																																							1839	2	No
ENSG00000187122	SLIT1									868	1217			1219	2410																											1498																																													1442.4	5	No
ENSG00000187134	AKR1C1					1166	1114							2448			1126								837																																																						1394	1084							1309.85714285714	7	No
ENSG00000187147	RNF220													1661	1669			636		1579							1922	1595	1357													1300	1037																									1353									1196		1533				1843				1437	13	No
ENSG00000187164	SHTN1	721								730	603	458	816		1131				500			111							2078	869		498	1091		60		206			484		1805		1336		433	148	532		451									483									550	597			495			1153		266	707	131	810	147	128					641.5	32	No
ENSG00000187186	AL162231.1														2764																																																																								2764	1	No
ENSG00000187189	TSPYL4	747	493	419		715	280	300	709	247	344	817	1359	609	537	786	509	662	375	618	483				933	556	702	1027	1070	190	203	1451										283	534	1008				559		148	517	171	725	117	242	164	227	330	684				1125	705	84	225		520	595	517		484			601	152	986	1018		617			923	584	500	180	563.206896551724	58	Yes
ENSG00000187193	MT1X			512		539		495	381	1585	1061	154	619	762	843	301	128			567	308			235	345	281	358	456	234			25	42			58	92	95				465	912	154	346	526				139	263	63	218	678					905			640	565	707		167			104	48					610	320		625	303	309	296	108	248	249	498	215	399.188679245283	53	Yes
ENSG00000187231	SESTD1										2358																																																																												2358	1	No
ENSG00000187239	FNBP1											1068																				909																																				964											1061	1337							1067.8	5	No
ENSG00000187240	DYNC2H1										1885																																																																												1885	1	No
ENSG00000187257	RSBN1L											1671																																																																											1671	1	No
ENSG00000187398	LUZP2						2133				1035		1097		1901			642		1654					1275	997	795	1645	1148			861										1071	1138				924								167																								1288				1532				1183.5	18	No
ENSG00000187446	CHP1						1252	922			1799			1688	1268		1417			554	1410				899	1002	1169	721		536												1176	1315	1225							833		1392				208		740										560											1260			890				1053.73913043478	23	No
ENSG00000187479	C11orf96														150									1258	728							688	658																	243														13																			403				517.625	8	No
ENSG00000187514	PTMA	469	186	638	247	1240	1467	444	244	99	184	167	325	1024	190	1060		302	121	663	1235	106		278	162	442	247	123	179	253	513	39	39		19	24	53	51		323	272	297	209	326	350	68	62	355		204		345	718	548	439	639		587	126	218	113	282	703	117			356	223	670	531		600		148	353	547	288	87	128	110	58	36	871	706	166	487	358.094594594595	74	Yes
ENSG00000187555	USP7						1787		1067	1466			1769		2588					1598							1455		2105													1530	1137																																		1001						1041	1466			1539.23076923077	13	No
ENSG00000187601	MAGEH1						1989	1068		1003	919			799	2010	653	1604	509		1613	1292					1814	1443	1686	1903													1233	1141	1428		493					660					629	890																							1568			1152				1229.125	24	No
ENSG00000187608	ISG15							1555									172									141																																																					643								627.75	4	No
ENSG00000187664	HAPLN4					1075	1023				1574			1450	1264		589	972																																						485																								742							1019.33333333333	9	No
ENSG00000187672	ERC2							1086			1168				1565																																																																				909				1182	4	No
ENSG00000187688	TRPV2										1501			1812	1103	1075	536																											796																																											1137.16666666667	6	No
ENSG00000187714	SLC18A3					263	964								176	1064	441	212																												397																																									502.428571428572	7	No
ENSG00000187735	TCEA1										2456		1983															1367	1938			460	726																																			1480																			1487.14285714286	7	No
ENSG00000187764	SEMA4D				257		1746		316	774	289	123	297		561		1209	208								1443	780					1079	1159	65	139									1176		59	58	105		322			1239			182			255				1113				192	102	844					189			393	116	655	109			1134				549.647058823529	34	No
ENSG00000187775	DNAH17																																																																			739																			739	1	No
ENSG00000187954	CYHR1								1165						2827			913								1463			1744																																																										1622.4	5	No
ENSG00000187957	DNER	308		325		431	237	1278		1307	1064	906	437	607	711		776	517	149	1429	575			1286	593	271	614	628	857	377	637	1535								683		105	155	1213	425	333	467				398	723	1663	447	283	1022			863			847			137			957	991						459	522		617	1255						838		692.875	48	Yes
ENSG00000188010	MORN2									879	338			893	751																																																																								715.25	4	No
ENSG00000188011	RTP5					345	302	586	416	1493	1688				1483	887	1543			865	1291			627	1075																	1703											1389				683																		1039		462	330	1290	1476				684			984.409090909091	22	No
ENSG00000188021	UBQLN2						526	1540		1041	1098		1909	1358		880	937			1304	1779					974	676	678	1170	896										627		1184		1177								667							860			519						1533		560							1018	1094		977			703	1326			1036.10714285714	28	No
ENSG00000188042	ARL4C						1827				1662				2041										1345																										878																																1736				1581.5	6	No
ENSG00000188153	COL4A5																																																																			1034																			1034	1	No
ENSG00000188177	ZC3H6												977	2446											1153	1716	1191	557	1554			886	732																																															1548	405		1422		1061		1203.69230769231	13	No
ENSG00000188186	LAMTOR4	662					1919			1302		1100	1677								547			580		2185	1840	845	551			1092	584									1869		902	650		665															986	840					648											888				1789		977		1091.21739130435	23	No
ENSG00000188191	PRKAR1B	401	481	267		365	207	141	235	375	230	886	1951	372	378	1077	512	296	205	709	400			507	426	333	428	930	855	171	162	762	968		252					428	460	325	386	561	276	614	710	364		359	265	236	415	513		117	129	613				421	442	643		402		886	986	343		423			812		454	597	797	795			504	518	528	588	503	64	Yes
ENSG00000188229	TUBB4B	135	578	196	366	312	107	73	60	318	224	344	352	158	248	95	85	722	509	153	122	119		87	286	383	117	99	34	94	364	489	563	236						625	137	490	144	124	152	645		207	267	70	54	141	112	568	129	133	125	37	141			131	167	496		129		863	173	380	209	175		120	112	113	194	341	88	193	97	256	113	273	62	598	241.260273972603	73	Yes
