Domain	Domains Compared to	Gene Symbol	FDR	logFC	p	t statistic	Ensembl Gene ID
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GAS7	0	-0.854	0	-7.398	ENSG00000007237
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GATM	0	-0.677	0	-8.252	ENSG00000171766
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GCC2	0.355	-0.12	0.273	-1.099	ENSG00000135968
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GCSH	0	-0.375	0	-3.898	ENSG00000140905
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GDE1	0.026	-0.282	0.013	-2.495	ENSG00000006007
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GDI1	0.839	-0.015	0.784	-0.274	ENSG00000203879
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GDI2	0	-0.376	0	-4.51	ENSG00000057608
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GET1	0	-0.447	0	-4.156	ENSG00000182093
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GFAP	0.077	0.185	0.046	2.011	ENSG00000131095
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GGNBP2	0.872	-0.023	0.824	-0.223	ENSG00000278311
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GHITM	0.001	0.231	0	3.553	ENSG00000165678
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GIPC1	0	-0.553	0	-4.382	ENSG00000123159
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GJA1	0	0.6	0	5.562	ENSG00000152661
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GJB1	0	-1.361	0	-10.968	ENSG00000169562
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GJC2	0	-1.49	0	-10.789	ENSG00000198835
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GLDN	0	-1.182	0	-8.815	ENSG00000186417
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GLG1	0.187	-0.145	0.129	-1.522	ENSG00000090863
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GLO1	0.233	-0.139	0.165	-1.392	ENSG00000124767
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GLS	0	0.382	0	3.97	ENSG00000115419
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GLTP	0	-1.22	0	-11.346	ENSG00000139433
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GLUD1	0.095	0.197	0.058	1.903	ENSG00000148672
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GLUL	0.225	-0.083	0.159	-1.413	ENSG00000135821
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GMFB	0.851	0.026	0.8	0.254	ENSG00000197045
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GNAI1	0	-0.885	0	-8.78	ENSG00000127955
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GNAI2	0	-0.359	0	-4.993	ENSG00000114353
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GNAO1	0.072	0.114	0.042	2.045	ENSG00000087258
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GNAQ	0	-0.456	0	-5.26	ENSG00000156052
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GNAS	0	0.182	0	4.222	ENSG00000087460
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GNAZ	0.007	-0.34	0.003	-3.002	ENSG00000128266
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GNB1	0.429	-0.068	0.339	-0.959	ENSG00000078369
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GNB2	0.942	-0.012	0.923	-0.097	ENSG00000172354
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GNG2	0.427	0.13	0.337	0.963	ENSG00000186469
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GNG3	0	0.427	0	4.431	ENSG00000162188
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GNG7	0	-1.036	0	-8.665	ENSG00000176533
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GNPTG	0	-0.806	0	-6.718	ENSG00000090581
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GOLGA4	0.08	-0.264	0.048	-1.987	ENSG00000144674
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GOLGA7	0.344	-0.112	0.263	-1.121	ENSG00000147533
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GOLGB1	0.961	0.01	0.944	0.07	ENSG00000173230
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GOLIM4	0.969	0.006	0.955	0.056	ENSG00000173905
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GOLM1	0.091	-0.242	0.055	-1.927	ENSG00000135052
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GOT1	0.113	0.187	0.071	1.813	ENSG00000120053
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GOT2	0.042	-0.24	0.023	-2.287	ENSG00000125166
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GPAA1	0.006	-0.388	0.002	-3.068	ENSG00000197858
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GPD1	0	-1.431	0	-9.835	ENSG00000167588
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GPI	0.004	0.278	0.002	3.167	ENSG00000105220
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GPM6A	0	0.564	0	7.666	ENSG00000150625
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GPM6B	0	-0.748	0	-14.347	ENSG00000046653
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GPR37	0	-1.231	0	-11.117	ENSG00000170775
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GPR37L1	0.049	0.207	0.028	2.215	ENSG00000170075
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GPRASP1	0.001	0.404	0	3.571	ENSG00000198932
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GPRC5B	0	-0.431	0	-8.426	ENSG00000167191
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GPX3	0.15	0.23	0.099	1.657	ENSG00000211445
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GPX4	0.561	-0.036	0.468	-0.726	ENSG00000167468
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GRB2	0.032	-0.239	0.017	-2.414	ENSG00000177885
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GRHPR	0	-0.516	0	-4.349	ENSG00000137106
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GRIA2	0.565	0.082	0.473	0.718	ENSG00000120251
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GRIA4	0.986	0.003	0.983	0.022	ENSG00000152578
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GRIN1	0	0.627	0	5.716	ENSG00000176884
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GRINA	0.002	0.236	0.001	3.416	ENSG00000178719
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GRM3	0	-0.64	0	-6.019	ENSG00000198822
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GRSF1	0.482	-0.098	0.389	-0.863	ENSG00000132463
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GSN	0	-0.816	0	-11.069	ENSG00000148180
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GSTM3	0.016	-0.327	0.008	-2.694	ENSG00000134202
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GSTO1	0.662	0.068	0.575	0.562	ENSG00000148834
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GSTP1	0.131	-0.129	0.085	-1.732	ENSG00000084207
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GTF2I	0.543	-0.033	0.451	-0.755	ENSG00000263001
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GUCY1B1	0.056	0.28	0.032	2.161	ENSG00000061918
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GUK1	0.001	-0.278	0	-3.801	ENSG00000143774
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	H1FX	0.793	0.04	0.726	0.351	ENSG00000184897
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	H2AFV	0.321	0.076	0.242	1.172	ENSG00000105968
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	H2AFY	0.971	0.007	0.959	0.051	ENSG00000113648
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	H3F3A	0	-0.505	0	-6.827	ENSG00000163041
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	H3F3B	0	-0.278	0	-5.085	ENSG00000132475
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HABP4	0.791	0.035	0.722	0.356	ENSG00000130956
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HACD3	0.159	-0.158	0.106	-1.622	ENSG00000074696
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HADHA	0.003	-0.356	0.001	-3.33	ENSG00000084754
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HADHB	0.932	-0.01	0.906	-0.118	ENSG00000138029
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HAPLN2	0	-1.423	0	-11.119	ENSG00000132702
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HBA1	0.734	-0.086	0.652	-0.451	ENSG00000206172
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HBA2	0.718	-0.077	0.635	-0.475	ENSG00000188536
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HBB	0.973	0.009	0.963	0.046	ENSG00000244734
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HBS1L	0	-0.551	0	-4.373	ENSG00000112339
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HCFC1R1	0.814	0.032	0.753	0.315	ENSG00000103145
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HCN2	0	-0.534	0	-7.302	ENSG00000099822
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HDAC11	0	-0.551	0	-4.041	ENSG00000163517
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HDAC5	0.733	-0.054	0.65	-0.454	ENSG00000108840
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HDDC2	0.779	0.041	0.706	0.378	ENSG00000111906
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HDGFL3	0.329	-0.122	0.25	-1.153	ENSG00000166503
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HDLBP	0.7	0.039	0.615	0.504	ENSG00000115677
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HECTD1	0.237	-0.164	0.169	-1.38	ENSG00000092148
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HEPACAM	0	-0.491	0	-4.634	ENSG00000165478
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HERC2	0.518	0.099	0.426	0.797	ENSG00000128731
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HHATL	0	-0.904	0	-8.229	ENSG00000010282
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HIF1A	0.163	0.185	0.109	1.609	ENSG00000100644
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HIGD1A	0.007	-0.323	0.003	-2.984	ENSG00000181061
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HINT1	0.243	-0.098	0.174	-1.363	ENSG00000169567
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HINT3	0.001	-0.431	0	-3.661	ENSG00000111911
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HIP1R	0.001	-0.383	0	-3.685	ENSG00000130787
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HIPK2	0.002	0.306	0.001	3.354	ENSG00000064393
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HK1	0	0.406	0	4.368	ENSG00000156515
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HLA-A	0.723	-0.043	0.64	-0.469	ENSG00000206503
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HLA-B	0.269	0.126	0.197	1.294	ENSG00000234745
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HLA-C	0.649	-0.061	0.56	-0.584	ENSG00000204525
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HLA-DRA	0.03	-0.348	0.015	-2.441	ENSG00000204287
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HLA-E	0.151	0.195	0.1	1.651	ENSG00000204592
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HMGB1	0.283	-0.105	0.209	-1.259	ENSG00000189403
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HMGCS1	0.242	0.106	0.174	1.365	ENSG00000112972
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HMGN2	0	-0.458	0	-4.698	ENSG00000198830
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HMGN3	0.006	-0.329	0.003	-3.047	ENSG00000118418
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPA0	0.298	-0.116	0.223	-1.222	ENSG00000177733
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPA1	0.015	-0.151	0.007	-2.713	ENSG00000135486
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPA2B1	0	-0.302	0	-4.011	ENSG00000122566
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPA3	0.002	-0.309	0.001	-3.398	ENSG00000170144
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPC	0.006	-0.227	0.003	-3.044	ENSG00000092199
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPD	0.126	-0.197	0.08	-1.756	ENSG00000138668
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPDL	0.001	-0.298	0	-3.69	ENSG00000152795
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPH1	0.812	0.032	0.751	0.318	ENSG00000169045
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPH2	0.786	-0.039	0.715	-0.366	ENSG00000126945
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPH3	0.016	-0.315	0.008	-2.68	ENSG00000096746
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPK	0.02	-0.175	0.01	-2.601	ENSG00000165119
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPL	0.021	-0.267	0.01	-2.583	ENSG00000104824
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPM	0.361	-0.106	0.278	-1.086	ENSG00000099783
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPR	0	-0.527	0	-4.411	ENSG00000125944
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPU	0.004	-0.251	0.002	-3.154	ENSG00000153187
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HNRNPUL2	0.518	0.076	0.426	0.798	ENSG00000214753
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HOOK3	0.002	-0.432	0.001	-3.451	ENSG00000168172
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HP1BP3	0.224	-0.112	0.158	-1.416	ENSG00000127483
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HPCAL1	0.017	0.282	0.008	2.657	ENSG00000115756
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HRAS	0.29	0.131	0.215	1.244	ENSG00000174775
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSBP1	0.045	-0.162	0.025	-2.254	ENSG00000230989
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSD17B12	0	-0.349	0	-3.853	ENSG00000149084
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSD17B4	0.131	-0.177	0.085	-1.732	ENSG00000133835
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSP90AA1	0	0.248	0	4.216	ENSG00000080824
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSP90AB1	0	0.199	0	4.602	ENSG00000096384
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSP90B1	0.153	-0.098	0.102	-1.642	ENSG00000166598
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSPA12A	0.372	0.133	0.288	1.065	ENSG00000165868
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSPA13	0.565	-0.082	0.474	-0.718	ENSG00000155304
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSPA1A	0.082	-0.215	0.049	-1.979	ENSG00000204389
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSPA1B	0.197	-0.185	0.137	-1.492	ENSG00000204388
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSPA2	0	-1.267	0	-12.781	ENSG00000126803
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSPA4	0.171	-0.182	0.116	-1.578	ENSG00000170606
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSPA4L	0	0.526	0	4.376	ENSG00000164070
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSPA5	0.969	-0.005	0.956	-0.055	ENSG00000044574
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSPA8	0.216	-0.122	0.152	-1.438	ENSG00000109971
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSPA9	0.384	0.089	0.299	1.042	ENSG00000113013
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSPB1	0.06	0.222	0.035	2.125	ENSG00000106211
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSPD1	0.303	0.085	0.227	1.212	ENSG00000144381
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSPE1	0.096	-0.174	0.059	-1.899	ENSG00000115541
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HSPH1	0.177	0.15	0.12	1.559	ENSG00000120694
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HTATSF1	0.701	-0.05	0.616	-0.502	ENSG00000102241
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HTRA1	0	-0.433	0	-6.812	ENSG00000166033
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	HUWE1	0.213	0.179	0.149	1.447	ENSG00000086758
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ID4	0.003	0.403	0.001	3.27	ENSG00000172201
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IDH2	0.984	0.003	0.98	0.025	ENSG00000182054
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IDI1	0.268	-0.115	0.196	-1.296	ENSG00000067064
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IDS	0.01	0.221	0.004	2.884	ENSG00000010404
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IFI27	0.033	0.266	0.017	2.399	ENSG00000165949
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IFI27L2	0.089	-0.212	0.054	-1.934	ENSG00000119632
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IFI6	0.032	0.285	0.017	2.406	ENSG00000126709
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IFITM3	0.267	0.142	0.195	1.298	ENSG00000142089
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IFNGR1	0	-0.859	0	-6.44	ENSG00000027697
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IGFBP7	0.571	0.083	0.479	0.708	ENSG00000163453
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IGIP	0.171	0.162	0.115	1.58	ENSG00000182700
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IGSF8	0	-0.803	0	-6.621	ENSG00000162729
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IL6ST	0	-0.434	0	-4.536	ENSG00000134352
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ILF3	0.379	-0.12	0.294	-1.051	ENSG00000129351
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IMPAD1	0.122	-0.197	0.078	-1.774	ENSG00000104331
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	INA	0.032	0.278	0.017	2.414	ENSG00000148798
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	INF2	0	-0.578	0	-5.925	ENSG00000203485
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	INPP5F	0.242	0.138	0.173	1.366	ENSG00000198825
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	INSIG1	0.001	-0.421	0	-3.788	ENSG00000186480
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	INSR	0.015	-0.366	0.007	-2.729	ENSG00000171105
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IPO13	0	-0.721	0	-6.477	ENSG00000117408
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IPO7	0.873	-0.025	0.825	-0.221	ENSG00000205339
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IQSEC1	0.442	-0.092	0.351	-0.935	ENSG00000144711
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IRF2BP2	0.001	-0.393	0	-3.564	ENSG00000168264
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	IRS2	0.507	-0.082	0.414	-0.819	ENSG00000185950
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ISCA1	0.735	-0.059	0.655	-0.448	ENSG00000135070
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ISCU	0.079	0.198	0.047	1.997	ENSG00000136003
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ITFG1	0.872	0.023	0.824	0.223	ENSG00000129636
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ITGAV	0	-0.494	0	-5.771	ENSG00000138448
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ITGB1	0	-0.72	0	-6.156	ENSG00000150093
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ITGB1BP1	0.777	-0.04	0.702	-0.383	ENSG00000119185
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ITGB8	0.002	-0.363	0.001	-3.419	ENSG00000105855
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ITM2A	0.835	-0.034	0.78	-0.28	ENSG00000078596
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ITM2B	0	-0.283	0	-5.654	ENSG00000136156
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ITM2C	0	0.471	0	5.338	ENSG00000135916
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ITPK1	0.008	-0.311	0.004	-2.939	ENSG00000100605
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ITPKB	0.559	0.07	0.466	0.73	ENSG00000143772
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ITPRID2	0.805	-0.045	0.74	-0.332	ENSG00000138434
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	JAM3	0	-0.921	0	-9.322	ENSG00000166086
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	JPT2	0	-1.24	0	-7.92	ENSG00000206053
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	JTB	0	-0.438	0	-4.409	ENSG00000143543
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	JUND	0.691	0.025	0.605	0.518	ENSG00000130522
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KAZN	0	-0.582	0	-4.867	ENSG00000189337
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KBTBD6	0.999	0	0.999	0.002	ENSG00000165572
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KCNJ10	0	-0.661	0	-6.935	ENSG00000177807
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KCNN3	0	0.547	0	4.195	ENSG00000143603
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KCNQ1OT1	0.516	-0.115	0.423	-0.803	ENSG00000269821
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KCTD12	0.066	0.28	0.038	2.083	ENSG00000178695
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KDSR	0	-0.477	0	-4.407	ENSG00000119537
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KHDRBS1	0	-0.506	0	-3.974	ENSG00000121774
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIAA0232	0.121	-0.189	0.077	-1.777	ENSG00000170871
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIAA0408	0.256	-0.155	0.186	-1.327	ENSG00000189367
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIAA0930	0.512	0.078	0.419	0.81	ENSG00000100364
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIAA1109	0.187	-0.187	0.129	-1.524	ENSG00000138688
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIAA2026	0.018	-0.377	0.009	-2.644	ENSG00000183354
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIDINS220	0.005	-0.365	0.002	-3.091	ENSG00000134313
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIF1A	0.304	0.056	0.228	1.21	ENSG00000130294
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIF1B	0.042	-0.124	0.023	-2.285	ENSG00000054523
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIF1C	0.137	0.212	0.089	1.707	ENSG00000129250
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIF21A	0	0.337	0	5.362	ENSG00000139116
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIF3A	0.075	0.187	0.044	2.023	ENSG00000131437
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIF3C	0.005	0.333	0.002	3.092	ENSG00000084731
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIF5A	0.002	0.322	0.001	3.515	ENSG00000155980
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIF5B	0.887	0.02	0.845	0.196	ENSG00000170759
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIF5C	0.715	-0.039	0.631	-0.48	ENSG00000168280
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KIFAP3	0.571	0.07	0.48	0.707	ENSG00000075945
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KLC1	0.005	0.169	0.002	3.141	ENSG00000126214
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KLHDC3	0.879	0.023	0.834	0.21	ENSG00000124702
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KLK6	0	-1.578	0	-12.047	ENSG00000167755
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KMT2A	0.193	0.178	0.134	1.505	ENSG00000118058
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KMT2C	0.757	-0.051	0.68	-0.413	ENSG00000055609
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	KMT2E	0.706	-0.056	0.621	-0.496	ENSG00000005483
